Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;settore_storico_pe;superficie_somministrazione;tipo_eser_storico_pe
VIA DEI SORMANI N. 14 (z.d. 7);VIA ;DEI SORMANI;14;6115;7;;;;"Ristorante;BAR CAFFÈ;Ristorante, trattoria, osteria";213;
PZA GASPARRI PIETRO N. 4 (z.d. 9);PZA ;GASPARRI PIETRO;4;1647;9;;;;"Tavola fredda;Genere Merceol.Autorizz.Sanit.;Bar gastronomici e simili;Cibi cotti preconfezionati;BAR CAFFÈ E SIMILI;BAR CAFFÈ";104;
VIA RICCIARELLI DANIELE N. 25 (z.d. 7);VIA ;RICCIARELLI DANIELE;25;6553;7;;;;"Ristorante, trattoria, osteria;Ristorante;BAR CAFFÈ E SIMILI";39;
"VIA DEI VALTORTA N. 2 con ingresso in viale monza; (z.d. 2)";VIA ;DEI VALTORTA;2;2324;2;;;;"BAR CAFFÈ E SIMILI;Pizzerie e simili;Pizzeria;Ristorante, trattoria, osteria;Ristorante";325;
"VIA SAMMARTINI GIOVANNI BATTISTA N. 39 angolo viale lunigiana; (z.d. 2)";VIA ;SAMMARTINI GIOVANNI BATTISTA;39;1202;2;;;;Genere Merceol.Autorizz.Sanit.;137;
PZA LEGA LOMBARDA N. 1 (z.d. 1);PZA ;LEGA LOMBARDA;1;7084;1;;;;Genere Merceol.Autorizz.Sanit.;87;
VLE SARCA N. 163 (z.d. 9);VLE ;SARCA;163;1427;9;;;;"Tav.calde,self service,fast f.;Tavola calda;BAR CAFFÈ;BAR CAFFÈ E SIMILI";82;
VIA BRERA N. 29 (z.d. 1);VIA ;BRERA;29;122;1;;;;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Tavola fredda;Bar gastronomici e simili";31;
VIA SANSOVINO N. 30 (z.d. 3);VIA ;SANSOVINO;30;2213;3;;;;"BAR CAFFÈ;Ristorante;Tavola fredda;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Tavola calda";259;
VLE MONZA N. 114 (z.d. 2);VLE ;MONZA;114;2274;2;;;;"Pizzeria;Pizzerie e simili;Ristorante, trattoria, osteria;Ristorante";60;
VIA ORNATO LUIGI N. 134 (z.d. 9);VIA ;ORNATO LUIGI;134;1591;9;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ";105;
VIA VISCONTI DI MODRONE UBERTO N. 2 (z.d. 1);VIA ;VISCONTI DI MODRONE UBERTO;2;361;1;;;;"Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI";179;
VIA MORGAGNI GIOVANNI BATTISTA N. 2 (z.d. 3);VIA ;MORGAGNI GIOVANNI BATTISTA;2;2158;3;;;;"Pizzerie e simili;BAR CAFFÈ;Bar gastronomici e simili;Pizzeria";33;
VIA CENISIO N. 37 (z.d. 8);VIA ;CENISIO;37;7184;8;;;;"Tavola fredda;Tavola calda;Prodotti di gastronomia;Tav.calde,self service,fast f.;BAR CAFFÈ E SIMILI";70;
VIA BERTINI GIOVANNI BATTISTA N. 2 (z.d. 8);VIA ;BERTINI GIOVANNI BATTISTA;2;7207;8;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ;Cibi cotti preconfezionati;Ristorante";122;
VIA ERITREA N. 27 (z.d. 8);VIA ;ERITREA;27;7454;8;;;;"Pizzerie e simili;Ristorante;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Pizzeria;Ristorante, trattoria, osteria";298;
VIA WASHINGTON GIORGIO N. 92 (z.d. 6);VIA ;WASHINGTON GIORGIO;92;6111;6;;;;"BAR CAFFÈ;Wine,birr.,pub enot.,caff.,the";59;
VIA CASTALDI PANFILO N. 23 (z.d. 3);VIA ;CASTALDI PANFILO;23;2119;3;;;;"BAR CAFFÈ;Cibi cotti preconfezionati;Tavola fredda;Bar gastronomici e simili";40;
VIA CASTALDI PANFILO N. 19 (z.d. 3);VIA ;CASTALDI PANFILO;19;2119;3;;;;"Tavola calda;BAR CAFFÈ;Cucina tipica lombarda";48;
VIA FORNI GEROLAMO N. 72 (z.d. 9);VIA ;FORNI GEROLAMO;72;1677;9;;;;"BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili";23;
VLE PIAVE N. 8 (z.d. 3);VLE ;PIAVE;8;2179;3;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI";26;
VIA ALSERIO N. 22 (z.d. 9);VIA ;ALSERIO;22;1153;9;;;;"Ristorante, trattoria, osteria;Ristorante";127;
VIA SOTTOCORNO PASQUALE N. 27 (z.d. 4);VIA ;SOTTOCORNO PASQUALE;27;3152;4;;;;Ristorante, trattoria, osteria;73;
VLE BEZZI ERGISTO N. 81 (z.d. 7);VLE ;BEZZI ERGISTO;81;6272;7;;;;"BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ";21;
VIA AGNELLO N. 8 (z.d. 1);VIA ;AGNELLO;8;209;1;;;;"Ristorante;Pizzerie e simili;BAR CAFFÈ;Ristorante, trattoria, osteria;Pizzeria";218;
VLE BLIGNY N. 3 (z.d. 5);VLE ;BLIGNY;3;4045;5;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Wine,birr.,pub enot.,caff.,the";78;
"VIA LAMARMORA ALFONSO N. 2 ; isolato:116; (z.d. 1)";VIA ;LAMARMORA ALFONSO;2;4103;1;;somministrazione;misto;Bar gastronomici e simili;74;bar gastronomici e simili
VIA DEI TRANSITI N. 1 (z.d. 2);VIA ;DEI TRANSITI;1;2284;2;;;;"BAR CAFFÈ;Ristorante;Ristorante, trattoria, osteria";28;
VIA VENINI GIULIO E CORRADO N. 54 (z.d. 2);VIA ;VENINI GIULIO E CORRADO;54;2258;2;;;;"Ristorante;Bar gastronomici e simili;Ristorante, trattoria, osteria;BAR CAFFÈ";19;
VIA DON BOSCO N. 31 (z.d. 4);VIA ;DON BOSCO;31;4144;4;;;;"Pizzerie e simili;Pizzeria";29;
"VIA GROSOTTO N. 7 edificio 5 part. 83 sub. 8; (z.d. 8)";VIA ;GROSOTTO;7;7328;8;;;;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Cibi cotti preconfezionati;Tavola fredda";57;
"VLE CA' GRANDA N. 2 ; isolato:140; accesso: accesso esterno; (z.d. 9)";VLE ;CA' GRANDA;2;1443;9;;somministrazione;al banco;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";51;bar caffè
VIA NEGROLI N. 7 (z.d. 4);VIA ;NEGROLI;7;3279;4;;;;"Genere Merceol.Autorizz.Sanit.;Tavola fredda;BAR CAFFÈ;BAR CAFFÈ E SIMILI";31;
VIA PLINIO CAIO SECONDO N. 6 (z.d. 3);VIA ;PLINIO CAIO SECONDO;6;2144;3;;;;"Tavola fredda;Tav.calde,self service,fast f.;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI;Tavola calda;BAR CAFFÈ";86;
VIA TURATI FILIPPO N. 30 (z.d. 1);VIA ;TURATI FILIPPO;30;1053;1;;;;"Cucina tipica lombarda;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI";219;
PZA SANT' EUSTORGIO N. 4 (z.d. 1);PZA ;SANT' EUSTORGIO;4;5186;1;;;;"Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili;Ristorante, trattoria, osteria";45;
VIA FIORAVANTI ARISTIDE N. 28 (z.d. 8);VIA ;FIORAVANTI ARISTIDE;28;7236;8;;;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda";57;
VIA CHAVEZ GIORGIO N. 20 (z.d. 2);VIA ;CHAVEZ GIORGIO;20;2365;2;;;;"Ristorante, trattoria, osteria;Ristorante";89;
VIA SIRTORI GIUSEPPE N. 4 (z.d. 3);VIA ;SIRTORI GIUSEPPE;4;2180;3;;;;"BAR CAFFÈ;Bar pasticc.gelat.crem.creper.";37;
VIA TORTONA N. 21 (z.d. 6);VIA ;TORTONA;21;5124;6;;;;"Ristorante;Pizzeria;Ristorante, trattoria, osteria;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ";133;
VLE PIRELLI PIERO E ALBERTO N. 16 (z.d. 9);VLE ;PIRELLI PIERO E ALBERTO;16;1727;9;;;;"Pizzeria;Cibi cotti preconfezionati;Bar gastronomici e simili;Pizzerie e simili";28;
VIA SCIESA AMATORE N. 2 (z.d. 4);VIA ;SCIESA AMATORE;2;3072;4;;;;"Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI";50;
CSO DI PORTA TICINESE N. 6 (z.d. 1);CSO ;DI PORTA TICINESE;6;541;1;;;;"Ristorante;Ristorante, trattoria, osteria;BAR CAFFÈ";78;
VIA CASTALDI PANFILO N. 27 (z.d. 3);VIA ;CASTALDI PANFILO;27;2119;3;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÈ";38;
"VIA STENDHAL ENRICO N. 36 ; isolato:024; accesso: accesso esterno; (z.d. 6)";VIA ;STENDHAL ENRICO;36;5135;6;solo somministrazione;somministrazione;;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria";165;ristorante, trattoria, osteria
PLE LAGOSTA N. 2 (z.d. 9);PLE ;LAGOSTA;2;1155;9;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";25;
VIA CREMA N. 7 (z.d. 5);VIA ;CREMA;7;4061;5;;;;Bar pasticc.gelat.crem.creper.;129;
VIA CORREGGIO N. 12 (z.d. 7);VIA ;CORREGGIO;12;6287;7;;;;"BAR CAFFÈ E SIMILI;Pizzerie e simili;Bar gastronomici e simili;Ristorante, trattoria, osteria";96;
VIA TORRIANI NAPO N. 29 (z.d. 2);VIA ;TORRIANI NAPO;29;2126;2;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ;Tavola fredda;Genere Merceol.Autorizz.Sanit.;BAR CAFFÈ E SIMILI";72;
"VIA SAPONARO MICHELE num.050/b /b; (z.d. 5)";VIA ;SAPONARO MICHELE;;5432;5;;;;"Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda";18;
VIA POERIO CARLO N. 43 (z.d. 3);VIA ;POERIO CARLO;43;3181;3;;;;Bar gastronomici e simili;22;
VIA MARCONA N. 6 (z.d. 4);VIA ;MARCONA;6;3080;4;;;;"Ristorante, trattoria, osteria;Ristorante";53;
"PZA IMPERATORE TITO N. 1 angolo via lattanzio; (z.d. 4)";PZA ;IMPERATORE TITO;1;3216;4;;;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ;Tavola fredda";52;
VIA PADOVA N. 133 (z.d. 2);VIA ;PADOVA;133;2275;2;;;;"BAR CAFFÈ;Wine,birr.,pub enot.,caff.,the";150;
VIA CARROCCIO N. 3 (z.d. 1);VIA ;CARROCCIO;3;5094;1;;;;"BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili;Bar gastronomici e simili;BAR CAFFÈ E SIMILI";174;
VLE LIGURIA N. 47 (z.d. 6);VLE ;LIGURIA;47;5264;6;;;;"Ristorante;Tavola calda;Ristorante, trattoria, osteria";315;
VIA TERMOPILI N. 14 (z.d. 2);VIA ;TERMOPILI;14;2297;2;;;;"Bar gastronomici e simili;BAR CAFFÈ;Genere Merceol.Autorizz.Sanit.;Ristorante;Wine,birr.,pub enot.,caff.,the";219;
VIA CREMA N. 12 (z.d. 5);VIA ;CREMA;12;4061;5;;;;"Bar pasticc.gelat.crem.creper.;Bar gastronomici e simili";23;
PZA VIGILI DEL FUOCO N. 7 (z.d. 3);PZA ;VIGILI DEL FUOCO;7;2710;3;;;;"BAR CAFFÈ;Gelateria;Bar pasticc.gelat.crem.creper.";35;
VIA JACOPO DAL VERME N. 16 (z.d. 9);VIA ;JACOPO DAL VERME;16;1130;9;;;;BAR CAFFÈ E SIMILI;31;
VIA CHERUBINI FRANCESCO N. 2 (z.d. 7);VIA ;CHERUBINI FRANCESCO;2;6192;7;;;;"BAR CAFFÈ;Tavola fredda;Bar pasticc.gelat.crem.creper.;BAR CAFFÈ E SIMILI";8;
VIA SPONTINI GASPARE N. 11 (z.d. 3);VIA ;SPONTINI GASPARE;11;2141;3;;;;Wine,birr.,pub enot.,caff.,the;59;
"VIA SANTA TECLA N. 3 ;via santa tecla 003; isolato:389; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA TECLA;3;321;1;solo somministrazione;somministrazione;misto;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";68;bar gastronomici e simili
VIA ROMANO GIULIO N. 17 (z.d. 5);VIA ;ROMANO GIULIO;17;4057;5;;;;Bar gastronomici e simili;36;
VIA SOLARI ANDREA N. 48 (z.d. 6);VIA ;SOLARI ANDREA;48;5111;6;;;;"Ristorante, trattoria, osteria;Ristorante";47;
VIA PIER LOMBARDO N. 14 (z.d. 4);VIA ;PIER LOMBARDO;14;4073;4;;;;"Tavola fredda;BAR CAFFÈ;Bar gastronomici e simili;Cibi cotti preconfezionati";308;
VIA CUSANI N. 1 (z.d. 1);VIA ;CUSANI;1;719;1;;;;Genere Merceol.Autorizz.Sanit.;352;
VIA SEBETO N. 1 (z.d. 1);VIA ;SEBETO;1;6167;1;;;;"Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI";39;
VLE REGINA GIOVANNA N. 26 (z.d. 3);VLE ;REGINA GIOVANNA;26;2157;3;;;;"Wine,birr.,pub enot.,caff.,the;Bar gastronomici e simili";44;
PLE CANTORE ANTONIO N. 4 (z.d. 1);PLE ;CANTORE ANTONIO;4;5103;1;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Tavola fredda";38;
PZA SANTA MARIA BELTRADE N. 1 (z.d. 1);PZA ;SANTA MARIA BELTRADE;1;514;1;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.";110;
VLE PIRELLI PIERO E ALBERTO N. 16 (z.d. 9);VLE ;PIRELLI PIERO E ALBERTO;16;1727;9;;;;Ristorante, trattoria, osteria;158;
VIA CARDINAL FEDERICO N. 1 (z.d. 1);VIA ;CARDINAL FEDERICO;1;577;1;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda";49;
"VIA FOPPA VINCENZO N. 33 angolo via moise' loria; (z.d. 6)";VIA ;FOPPA VINCENZO;33;6109;6;;;;"Bar gastronomici e simili;Tavola fredda;BAR CAFFÈ E SIMILI;BAR CAFFÈ";59;
PZA SANT' ALESSANDRO N. 3 (z.d. 1);PZA ;SANT' ALESSANDRO;3;530;1;;;;"BAR CAFFÈ;Tavola fredda;Bar gastronomici e simili";56;
VLE MONTE NERO N. 6 (z.d. 4);VLE ;MONTE NERO;6;3062;4;;;;Genere Merceol.Autorizz.Sanit.;50;
"PZA DELLA TRIVULZIANA N. 1 ; accesso: accesso esterno; (z.d. 9)";PZA ;DELLA TRIVULZIANA;1;1765;9;solo somministrazione;somministrazione;al banco;Bar gastronomici e simili;69;bar gastronomici e simili
VIA DIOTTI BENEDETTO N. 45 (z.d. 7);VIA ;DIOTTI BENEDETTO;45;6753;7;;;;"BAR CAFFÈ E SIMILI;Ristorante;BAR CAFFÈ;Ristorante, trattoria, osteria";118;
VLE BLIGNY N. 29 (z.d. 5);VLE ;BLIGNY;29;4045;5;;;;"Tav.calde,self service,fast f.;Tavola calda";13;
VIA VALLA LORENZO N. 25 (z.d. 5);VIA ;VALLA LORENZO;25;5336;5;;;;"BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili";60;
PLE CANTORE ANTONIO N. 3 (z.d. 1);PLE ;CANTORE ANTONIO;3;5103;1;;;;Genere Merceol.Autorizz.Sanit.;55;
VIA AGORDAT N. 25 (z.d. 2);VIA ;AGORDAT;25;2362;2;;;;Genere Merceol.Autorizz.Sanit.;100;
VLE MONTE GRAPPA N. 14 (z.d. 9);VLE ;MONTE GRAPPA;14;1101;9;;;;"Bar gastronomici e simili;Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI";72;
VIA GIAMBELLINO N. 40 (z.d. 6);VIA ;GIAMBELLINO;40;5136;6;;;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Bar pasticc.gelat.crem.creper.";41;
VIA FILZI FABIO N. 25 (z.d. 2);VIA ;FILZI FABIO;25;1190;2;;;;"Tavola calda;Ristorante;Ristorante, trattoria, osteria;BAR CAFFÈ;Tavola fredda;Tav.calde,self service,fast f.";127;
CSO DI PORTA ROMANA N. 132 (z.d. 1);CSO ;DI PORTA ROMANA;132;402;1;;;;Ristorante, trattoria, osteria;42;
VIA SAMMARTINI GIOVANNI BATTISTA N. 23 (z.d. 2);VIA ;SAMMARTINI GIOVANNI BATTISTA;23;1202;2;;;;"BAR CAFFÈ;Ristorante;Ristorante, trattoria, osteria";45;
VIA ADIGE N. 23 (z.d. 5);VIA ;ADIGE;23;4216;5;;;;Ristorante, trattoria, osteria;90;
"VIA LIVIGNO num.006/b /b; (z.d. 9)";;;;;;;;;Bar gastronomici e simili;28;
VIA CORRIDONI FILIPPO N. 10 (z.d. 1);VIA ;CORRIDONI FILIPPO;10;3020;1;;;;"Ristorante, trattoria, osteria;Wine,birr.,pub enot.,caff.,the";70;
VLE ABRUZZI N. 93 (z.d. 3);VLE ;ABRUZZI;93;2177;3;;;;"Pizzerie e simili;Ristorante;Pizzeria;Ristorante, trattoria, osteria";144;
"VIA SOLFERINO N. 41 ; isolato:006; accesso: accesso esterno; (z.d. 1)";VIA ;SOLFERINO;41;1028;1;solo somministrazione;somministrazione;misto;"Disco-piano-americ.bar serali;Wine,birr.,pub enot.,caff.,the;Seconda bottiglia;Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Tav.calde,self service,fast f.";200;tav.calde,self service,fast f.
VIA FARA GUSTAVO N. 15 (z.d. 9);VIA ;FARA GUSTAVO;15;1183;9;;;;"Ristorante, trattoria, osteria;Ristorante";119;
VIA CASATI FELICE N. 45 (z.d. 2);VIA ;CASATI FELICE;45;2122;2;;;;"Ristorante;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI;BAR CAFFÈ";201;
VIA PORPORA NICOLA ANTONIO N. 108 (z.d. 3);VIA ;PORPORA NICOLA ANTONIO;108;2229;3;;;;Pizzerie e simili;33;
VIA SAN TOMASO N. 2 (z.d. 1);VIA ;SAN TOMASO;2;723;1;;;;"Tavola calda;Tav.calde,self service,fast f.;Bar gastronomici e simili;BAR CAFFÈ E SIMILI;BAR CAFFÈ";54;
VIA PAOLO DA CANNOBIO N. 5 (z.d. 1);VIA ;PAOLO DA CANNOBIO;5;338;1;;;;"Cibi cotti preconfezionati;Tavola fredda;Bar gastronomici e simili;BAR CAFFÈ";33;
VIA GOVONE GIUSEPPE N. 42 (z.d. 8);VIA ;GOVONE GIUSEPPE;42;7222;8;;;;"Disco-piano-americ.bar serali;Pizzerie e simili;Ristorante, trattoria, osteria";276;
VIA TARRA GIULIO N. 6 (z.d. 2);VIA ;TARRA GIULIO;6;1198;2;;;;"Pizzerie e simili;Ristorante, trattoria, osteria";56;
CSO SEMPIONE N. 81 (z.d. 8);CSO ;SEMPIONE;81;7137;8;;;;Ristorante, trattoria, osteria;35;
VIA CASTALDI PANFILO N. 19 (z.d. 3);VIA ;CASTALDI PANFILO;19;2119;3;;;;"Ristorante;Pizzeria;Bar gastronomici e simili;BAR CAFFÈ;Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";86;
LGO SCHUSTER ILDEFONSO N. 1 (z.d. 1);LGO ;SCHUSTER ILDEFONSO;1;311;1;;;;Ristorante, trattoria, osteria;93;
VLE ORTLES N. 62 (z.d. 5);VLE ;ORTLES;62;4133;5;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";233;
"VIA CARCANO GIULIO N. 28 ; isolato:011; accesso: accesso esterno; (z.d. 5)";VIA ;CARCANO GIULIO;28;5248;5;solo somministrazione;somministrazione;self service;"Tav.calde,self service,fast f.;Bar gastronomici e simili";31;bar gastronomici e simili
PZA DELLA TRIVULZIANA N. 2 (z.d. 9);PZA ;DELLA TRIVULZIANA;2;1765;9;;;;Wine,birr.,pub enot.,caff.,the;45;
VIA PASTRENGO N. 11 (z.d. 9);VIA ;PASTRENGO;11;1127;9;;;;"Ristorante;BAR CAFFÈ;Ristorante, trattoria, osteria;Wine,birr.,pub enot.,caff.,the";73;
VLE STEFINI EVARISTO N. 2 (z.d. 2);VLE ;STEFINI EVARISTO;2;1405;2;;;;"Tavola fredda;Prodotti di gastronomia;BAR CAFFÈ;BAR CAFFÈ E SIMILI";56;
CSO SAN GOTTARDO N. 2 (z.d. 5);CSO ;SAN GOTTARDO;2;5203;5;;;;"Bar gastronomici e simili;Seconda bottiglia";139;
"VIA DEI MISSAGLIA N. 97 edificio b2; (z.d. 5)";VIA ;DEI MISSAGLIA;97;5340;5;;;;Pizzerie e simili;570;
"VIA DOGANA N. 2 con ing. da piazza del duomo; (z.d. 1)";VIA ;DOGANA;2;341;1;;;;Bar gastronomici e simili;39;
VIA RINUCCINI OTTAVIO N. 1 (z.d. 2);VIA ;RINUCCINI OTTAVIO;1;2294;2;;;;"BAR CAFFÈ;Bar gastronomici e simili;BAR CAFFÈ E SIMILI;Tavola fredda;Genere Merceol.Autorizz.Sanit.";51;
VIA SFORZA ASCANIO N. 77 (z.d. 5);VIA ;SFORZA ASCANIO;77;5201;5;;;;"Ristorante;Ristorante, trattoria, osteria";75;
VIA AGNELLO N. 17 (z.d. 1);VIA ;AGNELLO;17;209;1;;;;"Pizzeria;BAR CAFFÈ;Ristorante, trattoria, osteria;Ristorante;Pizzerie e simili";91;
"VIA GROSOTTO N. 7 p.le portello - chiosco; (z.d. 8)";VIA ;GROSOTTO;7;7328;8;;;;Bar pasticc.gelat.crem.creper.;17;
VIA SANZIO RAFFAELLO N. 14 (z.d. 7);VIA ;SANZIO RAFFAELLO;14;6283;7;;;;"BAR CAFFÈ E SIMILI;BAR CAFFÈ";68;
VIA SARDEGNA N. 40 (z.d. 7);VIA ;SARDEGNA;40;6265;7;;;;"Bar gastronomici e simili;Cibi cotti preconfezionati;BAR CAFFÈ";41;
VLE SAURO NAZARIO N. 5 (z.d. 2);VLE ;SAURO NAZARIO;5;1175;2;;;;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Ristorante;BAR CAFFÈ";29;
VIA CHAVEZ GIORGIO N. 18 (z.d. 2);VIA ;CHAVEZ GIORGIO;18;2365;2;;;;"Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda;Cibi cotti preconfezionati";62;
VIA TARAMELLI TORQUATO N. 60 (z.d. 2);VIA ;TARAMELLI TORQUATO;60;1164;2;;;;Pizzerie e simili;35;
VIA CALDERA N. 21 (z.d. 7);VIA ;CALDERA;21;6302;7;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili;Tav.calde,self service,fast f.";571;
VIA ANFOSSI AUGUSTO N. 5 (z.d. 4);VIA ;ANFOSSI AUGUSTO;5;3071;4;;;;"Tavola fredda;BAR CAFFÈ E SIMILI;BAR CAFFÈ";26;
PZA VENTIQUATTRO MAGGIO N. 10 (z.d. 5);PZA ;VENTIQUATTRO MAGGIO;10;5200;5;;;;"Ristorante, trattoria, osteria;BAR CAFFÈ E SIMILI";48;
"VIA SANTO SPIRITO N. 20 c/o albergo; (z.d. 1)";VIA ;SANTO SPIRITO;20;228;1;;;;"BAR CAFFÈ E SIMILI;Ristorante;Ristorante, trattoria, osteria";166;
VIA CASALE N. 4 (z.d. 6);VIA ;CASALE;4;5118;6;;;;Wine,birr.,pub enot.,caff.,the;5;
CSO COLOMBO CRISTOFORO N. 6 (z.d. 6);CSO ;COLOMBO CRISTOFORO;6;5114;6;;;;Ristorante, trattoria, osteria;37;
PZA VESUVIO N. 14 (z.d. 7);PZA ;VESUVIO;14;6110;7;;;;"Tavola fredda;Cibi cotti preconfezionati;Bar gastronomici e simili;BAR CAFFÈ";38;
VIA SAN GLICERIO N. 6 (z.d. 9);VIA ;SAN GLICERIO;6;1626;9;;;;"Ristorante, trattoria, osteria;Ristorante";49;
"VIA ARCHIMEDE N. 59 ; isolato:020; accesso: accesso esterno; (z.d. 4)";VIA ;ARCHIMEDE;59;3086;4;solo somministrazione;somministrazione;misto;"Bar pasticc.gelat.crem.creper.;Tav.calde,self service,fast f.";32;bar pasticc.gelat.crem.creper.
ALZ NAVIGLIO GRANDE N. 48 (z.d. 6);ALZ ;NAVIGLIO GRANDE;48;5144;6;;;;Bar gastronomici e simili;58;
VIA SAN CRISTOFORO N. 2 (z.d. 6);VIA ;SAN CRISTOFORO;2;5141;6;;;;Cucina tipica lombarda;84;
PZA SANTA FRANCESCA ROMANA N. 1 (z.d. 3);PZA ;SANTA FRANCESCA ROMANA;1;2183;3;;;;Bar pasticc.gelat.crem.creper.;29;
VIA TENCA CARLO N. 10 (z.d. 2);VIA ;TENCA CARLO;10;2118;2;;;;"Cibi cotti preconfezionati;Bar gastronomici e simili;BAR CAFFÈ;Tavola fredda";60;
VLE PREMUDA N. 16 (z.d. 4);VLE ;PREMUDA;16;3063;4;;;;"Bar gastronomici e simili;BAR CAFFÈ E SIMILI";58;
VIA CESARE DA SESTO N. 22 (z.d. 1);VIA ;CESARE DA SESTO;22;5101;1;;;;Bar gastronomici e simili;21;
"VIA PADOVA N. 213 ; isolato:228; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;213;2275;2;;somministrazione;misto;BAR CAFFÈ E SIMILI;45;bar-caffe' e simili
VIA CASORETTO N. 9 (z.d. 3);VIA ;CASORETTO;9;2420;3;;;;"BAR CAFFÈ E SIMILI;Bar gastronomici e simili";48;
VIA FARUFFINI FEDERICO N. 43 (z.d. 7);VIA ;FARUFFINI FEDERICO;43;6286;7;;;;"Tavola fredda;BAR CAFFÈ E SIMILI;BAR CAFFÈ";25;
VLE STELVIO N. 65 (z.d. 9);VLE ;STELVIO;65;1227;9;;;;"Tavola fredda;BAR CAFFÈ;BAR CAFFÈ E SIMILI;Disco-piano-americ.bar serali";110;
VIA CAPECELATRO ALFONSO N. 81 (z.d. 7);VIA ;CAPECELATRO ALFONSO;81;6575;7;;;;"BAR CAFFÈ;Bar pasticc.gelat.crem.creper.;Gelateria";14;
VIA IMBONATI CARLO N. 12 (z.d. 9);VIA ;IMBONATI CARLO;12;1311;9;;;;"Tavola fredda;BAR CAFFÈ E SIMILI;BAR CAFFÈ";41;
VIA PONTE SEVESO N. 41 (z.d. 2);VIA ;PONTE SEVESO;41;1203;2;;;;"BAR CAFFÈ E SIMILI;Ristorante, trattoria, osteria;Pizzerie e simili";31;
VIA HAYEZ FRANCESCO N. 13 (z.d. 3);VIA ;HAYEZ FRANCESCO;13;2172;3;;;;"Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI;Bar gastronomici e simili";33;
VIA PRIMATICCIO FRANCESCO N. 154 (z.d. 6);VIA ;PRIMATICCIO FRANCESCO;154;6646;6;;;;"Pizzerie e simili;Ristorante, trattoria, osteria";28;
VIA SCHIAPARELLI GIOVANNI N. 9 (z.d. 2);VIA ;SCHIAPARELLI GIOVANNI;9;1211;2;;;;"BAR CAFFÈ;BAR CAFFÈ E SIMILI";59;
VIA GIAMBELLINO N. 64 (z.d. 6);VIA ;GIAMBELLINO;64;5136;6;;;;Bar gastronomici e simili;51;
