Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;insegna;settore_merceologico;superficie_altri_usi;superficie_totale;superficie_vendita
"VIA MENOTTI CIRO N. 28 via ciro menotti; isolato:159; accesso: accesso esterno; (z.d. 3)";VIA ;MENOTTI CIRO;28;3184;3;;non alimentare;;120;120
"CSO DI PORTA TICINESE N. 53 ;via molino delle armi 049; isolato:126; accesso: accesso esterno; (z.d. 1)";CSO ;DI PORTA TICINESE;53;541;1;;non alimentare;;120;120
VIA FIORAVANTI ARISTIDE N. 30 (z.d. 6);VIA ;FIORAVANTI ARISTIDE;30;7236;8;;non alimentare;;120;120
"VIA MOLINO DELLE ARMI N. 11 ;via molino delle armi 011; isolato:210; accesso: accesso esterno; (z.d. 1)";VIA ;MOLINO DELLE ARMI;11;591;1;;non alimentare;;120;120
"VLE MONTE NERO N. 66 ; isolato:055; accesso: accesso esterno; (z.d. 4)";VLE ;MONTE NERO;66;3062;4;;non alimentare;;120;120
"VIA CRESPI BENIGNO N. 9 ; isolato:089; accesso: accesso interno; (z.d. 9)";VIA ;CRESPI BENIGNO;9;1313;9;carta e sacchetti;non alimentare;;120;120
"VIA VOLTA ALESSANDRO N. 10 ; isolato:003; accesso: accesso esterno; (z.d. 1)";VIA ;VOLTA ALESSANDRO;10;1018;1;furlani walter;non alimentare;;120;120
"VLE MONZA N. 177 ; isolato:172; accesso: accesso esterno; (z.d. 2)";VLE ;MONZA;177;2274;2;;non alimentare;;120;120
"VIA SAN MAURILIO N. 11 ;via san maurilio 011; isolato:401; accesso: accesso esterno; (z.d. 1)";VIA ;SAN MAURILIO;11;563;1;antiquario;non alimentare;;120;120
"VIA MANZONI ALESSANDRO N. 37 ;via manzoni alessandro 037; isolato:183; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;37;230;1;ettore bugatti;non alimentare;;120;120
"VIA PADOVA N. 199 ; isolato:229; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;199;2275;2;;alimentare;;120;120
"VLE CERTOSA N. 182 ; isolato:190; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;182;7174;8;mac point;non alimentare;;120;120
"CSO VERCELLI N. 5 ; isolato:236; accesso: accesso interno; (z.d. 7)";CSO ;VERCELLI;5;6193;7;omnitex;non alimentare;;120;120
"VIA MARRADI GIOVANNI N. 3 ; isolato:285; accesso: accesso esterno; (z.d. 1)";VIA ;MARRADI GIOVANNI;3;6153;1;;non alimentare;;120;120
"VIA DE AMICIS EDMONDO N. 3 ;via de amicis edmondo 003; isolato:215; accesso: accesso esterno; (z.d. 1)";VIA ;DE AMICIS EDMONDO;3;574;1;;non alimentare;;120;120
"VIA BORGONUOVO N. 1 ;via borgonuovo 001; isolato:304; accesso: accesso esterno; (z.d. 1)";VIA ;BORGONUOVO;1;139;1;;non alimentare;;120;120
"VIA VARESINA N. 66 ; isolato:255; accesso: accesso interno; (z.d. 8)";VIA ;VARESINA;66;7290;8;tessitalia bomboniere;non alimentare;;120;120
"VIA FONTANA N. 25 ; isolato:033; accesso: accesso esterno; (z.d. 1)";VIA ;FONTANA;25;3058;1;;non alimentare;;120;120
"VIA ROGOREDO N. 103 angolo via busseto 7; isolato:156; accesso: accesso esterno; (z.d. 4)";VIA ;ROGOREDO;103;4373;4;penna gomme;non alimentare;;120;120
"VIA DEL FANTE COSIMO N. 16 ; isolato:210; accesso: accesso esterno; (z.d. 1)";VIA ;DEL FANTE COSIMO;16;5192;1;libreria birdland;non alimentare;;120;120
"VIA IPPOCRATE N. 45 ; isolato:076; accesso: accesso interno; (z.d. 9)";VIA ;IPPOCRATE;45;1543;9;;non alimentare;;120;120
"PZA DEL CARMINE N. 4 ;pza del carmine 004; isolato:303; accesso: accesso esterno; (z.d. 1)";PZA ;DEL CARMINE;4;129;1;;non alimentare;;120;120
"VLE UMBRIA N. 96 ; isolato:077; accesso: accesso esterno; (z.d. 4)";VLE ;UMBRIA;96;3145;4;gioielleria v.le umbria;non alimentare;;120;120
"VIA FATEBENEFRATELLI N. 15 ;via fatebenefratelli 015; isolato:093; (z.d. 1)";VIA ;FATEBENEFRATELLI;15;144;1;;non alimentare;;120;120
"VIA VARE' GIOVANNI BATTISTA N. 23 ; isolato:025; accesso: accesso esterno; (z.d. 9)";VIA ;VARE' GIOVANNI BATTISTA;23;1245;9;opel le mans;non alimentare;;120;120
"VIA GIOIA MELCHIORRE N. 31 ; isolato:286; accesso: accesso esterno; (z.d. 9)";VIA ;GIOIA MELCHIORRE;31;1108;9;viola cafe;tabella speciale monopolio;;60;120
"VIA VALLARSA num.021; isolato:018; accesso: accesso esterno; (z.d. 5)";VIA ;VALLARSA;;4142;5;;non alimentare;;120;120
"CSO VITTORIO EMANUELE II N. 15 ;cso vittorio emanuele ii 015; isolato:316; accesso: accesso interno; (z.d. 1)";CSO ;VITTORIO EMANUELE II;15;214;1;gabriella carlucci;non alimentare;;120;120
"VIA PALAZZI LAZZARO N. 24 ; isolato:312; accesso: accesso esterno; (z.d. 3)";VIA ;PALAZZI LAZZARO;24;2171;3;;non alimentare;;120;120
"VLE BEATRICE D'ESTE N. 41 ; isolato:043; accesso: accesso esterno; (z.d. 1)";VLE ;BEATRICE D'ESTE;41;4048;1;;non alimentare;;120;120
"LGO AUGUSTO N. 8 ;lgo augusto 008; isolato:320; (z.d. 1)";LGO ;AUGUSTO;8;315;1;;non alimentare;;120;120
"VIA GIUSTI GIUSEPPE N. 14 ; isolato:114; accesso: accesso esterno; (z.d. 1)";VIA ;GIUSTI GIUSEPPE;14;7127;1;shun feng trading;non alimentare;;120;120
"VIA BRERA N. 23 ;via brera 023; isolato:298; accesso: accesso esterno; (z.d. 1)";VIA ;BRERA;23;122;1;cesare crespi dal 1880;non alimentare;;120;120
"VIA ADRIANO PUBLIO ELIO N. 110 ; isolato:049; accesso: accesso interno; (z.d. 2)";VIA ;ADRIANO PUBLIO ELIO;110;2410;2;;non alimentare;;120;120
"VIA CAPPONI PIER LUIGI N. 11 ; isolato:197; accesso: accesso esterno; (z.d. 8)";VIA ;CAPPONI PIER LUIGI;11;6249;8;pier capponi srl.;non alimentare;;120;120
"VIA STEPHENSON GIORGIO N. 91 ; isolato:107; accesso: accesso esterno; (z.d. 8)";VIA ;STEPHENSON GIORGIO;91;7456;8;;non alimentare;;120;120
"VIA PIAZZI GIUSEPPE N. 1 ; isolato:105; accesso: accesso esterno; (z.d. 9)";VIA ;PIAZZI GIUSEPPE;1;1222;9;;non alimentare;;120;120
"VLE LUNIGIANA N. 3 ; isolato:199; accesso: accesso esterno; (z.d. 2)";VLE ;LUNIGIANA;3;1214;2;;non alimentare;;200;120
"PLE LAGOSTA N. 4 ; isolato:279; accesso: accesso esterno; (z.d. 9)";PLE ;LAGOSTA;4;1155;9;tessuti lagosta;non alimentare;160;280;120
"VIA AUTARI N. 27 ; isolato:065; accesso: accesso interno; (z.d. 6)";VIA ;AUTARI;27;5148;6;;non alimentare;;120;120
"VIA GALLARATE N. 54 ; isolato:228; accesso: accesso esterno; (z.d. 8)";VIA ;GALLARATE;54;7420;8;carrozzeria saic snc.;non alimentare;;120;120
"VIA MONTEBELLO N. 7 ; isolato:177; accesso: accesso esterno; (z.d. 1)";VIA ;MONTEBELLO;7;1037;1;;non alimentare;;120;120
"VIA GARIGLIANO N. 8 ; isolato:278; accesso: accesso esterno; (z.d. 9)";VIA ;GARIGLIANO;8;1134;9;le primizie della moda;non alimentare;;120;120
"VIA MEDA GIUSEPPE N. 25 ; isolato:159; accesso: accesso esterno; (z.d. 5)";VIA ;MEDA GIUSEPPE;25;5242;5;bazar -roba...da matti;non alimentare;;120;120
"VIA VESPRI SICILIANI N. 1 ; isolato:153; accesso: accesso esterno; (z.d. 6)";VIA ;VESPRI SICILIANI;1;5137;6;;non alimentare;;120;120
"VIA ARGELATI FILIPPO N. 33 ; isolato:069; accesso: accesso esterno; (z.d. 6)";VIA ;ARGELATI FILIPPO;33;5152;6;mobili;non alimentare;;120;120
"VLE SARCA N. 198 ; isolato:051; accesso: accesso esterno; (z.d. 9)";VLE ;SARCA;198;1427;9;maggioli ufficio;non alimentare;20;140;120
"VIA VALTELLINA N. 10 ; isolato:253; accesso: accesso interno; (z.d. 9)";VIA ;VALTELLINA;10;1188;9;telesonic;non alimentare;;120;120
"VIA SAULI SANT' ALESSANDRO N. 14 ; isolato:329; accesso: accesso esterno; (z.d. 2)";VIA ;SAULI SANT' ALESSANDRO;14;2273;2;;non alimentare;;120;120
"VIA DI PORTA TENAGLIA num.001/3; isolato:081; accesso: accesso esterno; (z.d. 1)";;;;;;artedesign srl.unipersona;non alimentare;;120;120
"VIA SAN MARCO N. 20 ; isolato:177; accesso: accesso interno; (z.d. 1)";VIA ;SAN MARCO;20;1036;1;vergottini.it  srl.;non alimentare;;120;120
"VIA SASSARI N. 10 ; isolato:158; accesso: accesso esterno; (z.d. 2)";VIA ;SASSARI;10;2477;2;stock house il camaleonte;non alimentare;;250;120
"VIA VAL D'INTELVI N. 12 ; isolato:129; accesso: accesso esterno; (z.d. 7)";VIA ;VAL D'INTELVI;12;6752;7;c.servizi moltepl.lavori;non alimentare;;120;120
"VIA MAZZUCOTELLI ALESSANDRO N. 8 ; isolato:045; accesso: accesso interno; (z.d. 4)";VIA ;MAZZUCOTELLI ALESSANDRO;8;3304;4;;non alimentare;;120;120
"VIA FARINI CARLO N. 2 ; isolato:313; accesso: accesso esterno; (z.d. 9)";VIA ;FARINI CARLO;2;1114;9;strabilia;non alimentare;;120;120
"VIA D'APULIA NICOLA N. 7 ; isolato:321; accesso: accesso esterno; (z.d. 2)";VIA ;D'APULIA NICOLA;7;2290;2;;non alimentare;;120;120
"VIA PADOVA N. 70 ; isolato:335; accesso: accesso esterno; (z.d. 2)";VIA ;PADOVA;70;2275;2;;non alimentare;;120;120
"VIA CASTALDI PANFILO N. 42 ; isolato:138; accesso: accesso interno; (z.d. 3)";VIA ;CASTALDI PANFILO;42;2119;3;nirvana snc.;"alimentare;non alimentare";;120;120
"VIA PARUTA PAOLO N. 59 ; isolato:201; accesso: accesso esterno; (z.d. 2)";VIA ;PARUTA PAOLO;59;2363;2;;non alimentare;;120;120
"VIA MONFALCONE N. 19 ; isolato:044; accesso: accesso esterno; (z.d. 3)";VIA ;MONFALCONE;19;2538;3;viesse auto srl.;non alimentare;;120;120
"VIA PALLADIO ANDREA N. 4 ; isolato:148; (z.d. 5)";VIA ;PALLADIO ANDREA;4;4213;5;;non alimentare;;120;120
"VIA NERINO N. 3 ;via nerino 003; isolato:401; accesso: accesso esterno; (z.d. 1)";VIA ;NERINO;3;564;1;oggetti d arte;non alimentare;;120;120
"VIA RONCHI N. 31 ; isolato:066; accesso: accesso esterno; (z.d. 3)";VIA ;RONCHI;31;2655;3;emmegi gomme srl.;non alimentare;;120;120
"VIA VISCONTI D'ARAGONA ALESSANDRO N. 22 ; isolato:150; (z.d. 3)";VIA ;VISCONTI D'ARAGONA ALESSANDRO;22;3229;3;;non alimentare;;120;120
"VIA BRAMANTE N. 10 ; isolato:123; accesso: accesso esterno; (z.d. 1)";VIA ;BRAMANTE;10;7123;1;;non alimentare;;120;120
"VLE BRIANZA N. 8 ; isolato:356; (z.d. 2)";VLE ;BRIANZA;8;2263;2;l occasione 0.50 srl.;non alimentare;;270;120
"VIA BRUNELLESCHI FILIPPO N. 2 ; isolato:158; (z.d. 6)";VIA ;BRUNELLESCHI FILIPPO;2;5384;6;nikka srl.;non alimentare;;120;120
"PZA CORDUSIO N. 2 ;pza cordusio 002; isolato:436; accesso: accesso interno; (z.d. 1)";PZA ;CORDUSIO;2;626;1;poste italiane;non alimentare;;800;120
"VIA CHAVEZ GIORGIO N. 19 ; isolato:337; accesso: accesso esterno; (z.d. 2)";VIA ;CHAVEZ GIORGIO;19;2365;2;farmacia;"non alimentare;tabella speciale farmacie";;180;120
"PZA PASOLINI GIUSEPPE N. 4 ; isolato:157; (z.d. 9)";PZA ;PASOLINI GIUSEPPE;4;1327;9;;non alimentare;;120;120
"VIA ARNOLFO DI CAMBIO N. 4 ; isolato:076; (z.d. 8)";VIA ;ARNOLFO DI CAMBIO;4;7230;8;;non alimentare;;0;120
"VIA SCARLATTI DOMENICO N. 3 ; isolato:044; accesso: accesso esterno; (z.d. 3)";VIA ;SCARLATTI DOMENICO;3;2136;3;;non alimentare;;0;120
"VIA ROSMINI ANTONIO N. 17 ; isolato:109; (z.d. 1)";VIA ;ROSMINI ANTONIO;17;7132;1;kelly;non alimentare;;0;120
"VLE CATERINA DA FORLI' N. 40 ; isolato:020; accesso: accesso esterno; (z.d. 7)";VLE ;CATERINA DA FORLI';40;6611;7;;non alimentare;;150;120
"VIA TORTONA N. 20 ; isolato:034; accesso: accesso esterno; (z.d. 6)";VIA ;TORTONA;20;5124;6;;non alimentare;;200;120
VIA TRILUSSA N. 2 (z.d. 8);VIA ;TRILUSSA;2;7367;8;;"alimentare;non alimentare";;125;120
"VIA EMO ANGELO N. 6 ; isolato:233; accesso: accesso esterno; (z.d. 2)";VIA ;EMO ANGELO;6;2518;2;ghibli motor service;non alimentare;;165;120
"VIA BERGAMO N. 11 ; isolato:095; accesso: accesso esterno; (z.d. 4)";VIA ;BERGAMO;11;3189;4;impianti idrosanitari ecc;non alimentare;;0;120
"CSO COMO N. 8 ; isolato:322; (z.d. 9)";CSO ;COMO;8;1111;9;;non alimentare;;190;120
"VIA MECENATE N. 103 ; isolato:097; accesso: accesso esterno; (z.d. 4)";VIA ;MECENATE;103;3323;4;audiovisivi,alimen.bevand;"alimentare;non alimentare";;180;120
"VIA ASELLI GASPARE N. 25 ; isolato:194; accesso: accesso esterno; (z.d. 3)";VIA ;ASELLI GASPARE;25;3167;3;;non alimentare;;120;120
"VIA SARPI FRA' PAOLO N. 38 ; isolato:074; accesso: accesso esterno; (z.d. 8)";VIA ;SARPI FRA' PAOLO;38;7210;8;;"alimentare;non alimentare";30;150;120
"VIA DELL' ALLODOLA N. 16 ; isolato:046; accesso: accesso esterno; (z.d. 6)";VIA ;DELL' ALLODOLA;16;6660;6;;non alimentare;;200;120
"VIA DEI FONTANILI N. 43 ; isolato:041; accesso: accesso esterno; (z.d. 5)";VIA ;DEI FONTANILI;43;4224;5;;non alimentare;387;507;120
"RIP DI PTA TICINESE N. 51 ; isolato:072; accesso: accesso esterno; (z.d. 6)";RIP ;DI PTA TICINESE;51;5150;6;;non alimentare;;300;120
"VIA SANTA MARTA N. 3 ;via santa marta 003; isolato:430; accesso: accesso esterno; (z.d. 1)";VIA ;SANTA MARTA;3;562;1;;non alimentare;;120;120
"VIA OLGIATI FRANCESCO N. 31 ; isolato:041; accesso: accesso esterno; (z.d. 6)";VIA ;OLGIATI FRANCESCO;31;5319;6;;non alimentare;230;350;120
"VIA RIZZOLI ANGELO spaccio interno num.089; isolato:010; accesso: accesso interno; (z.d. 3)";;;;;;rcs;"alimentare;non alimentare";;70;120
"VIA MASSARA DE CAPITANI N. 14 ; isolato:030; accesso: accesso esterno; (z.d. 9)";VIA ;MASSARA DE CAPITANI;14;1261;9;;non alimentare;15;135;120
"PLE LODI N. 3 viale umbria ang. v. colletta; isolato:181; accesso: accesso interno; (z.d. 4)";PLE ;LODI;3;4249;4;;non alimentare;;180;120
"RIP DI PTA TICINESE N. 27 ; isolato:074; (z.d. 6)";RIP ;DI PTA TICINESE;27;5150;6;;non alimentare;;120;120
"PZA GUARDI FRANCESCO N. 1 ; isolato:186; (z.d. 3)";PZA ;GUARDI FRANCESCO;1;3312;3;;non alimentare;15;135;120
"PZA CINQUE GIORNATE N. 3 ; isolato:031; (z.d. 1)";PZA ;CINQUE GIORNATE;3;3053;1;;non alimentare;;120;120
"CSO INDIPENDENZA num.014/a; isolato:006; (z.d. 4)";;;;;;;non alimentare;;120;120
"VIA FIAMMA GALVANO N. 40 ; isolato:005; (z.d. 4)";VIA ;FIAMMA GALVANO;40;3079;4;;non alimentare;;120;120
"PZA ARGENTINA N. 3 ; isolato:016; accesso: accesso esterno; (z.d. 3)";PZA ;ARGENTINA;3;2233;3;;non alimentare;;120;120
"VIA BARONI COSTANTINO N. 192 ; isolato:097; accesso: accesso interno; (z.d. 5)";VIA ;BARONI COSTANTINO;192;5422;5;circolo al 192;"alimentare;non alimentare";;120;120
"CSO LODI N. 3 ; isolato:168; (z.d. 4)";CSO ;LODI;3;4068;4;;non alimentare;;160;120
"VIA CARNEVALI ANTONIO N. 113 ; isolato:037; (z.d. 9)";VIA ;CARNEVALI ANTONIO;113;1268;9;;non alimentare;16;136;120
"VIA BALDINUCCI FILIPPO N. 60 ; isolato:040; accesso: accesso esterno; (z.d. 9)";VIA ;BALDINUCCI FILIPPO;60;1267;9;;non alimentare;15;135;120
"VIA TRIVULZIO ANTONIO TOLOMEO N. 18 ; accesso: accesso esterno; (z.d. 7)";VIA ;TRIVULZIO ANTONIO TOLOMEO;18;6277;7;fusetti;non alimentare;;120;120
"PLE ISTRIA N. 14 ; isolato:031; accesso: accesso esterno; (z.d. 2)";PLE ;ISTRIA;14;1347;2;;non alimentare;480;600;120
"CSO DI PORTA ROMANA N. 123 ; isolato:038; (z.d. 1)";CSO ;DI PORTA ROMANA;123;402;1;;non alimentare;;120;120
"PZA SAN FEDELE N. 2 ;pza san fedele 002; isolato:418; (z.d. 1)";PZA ;SAN FEDELE;2;203;1;;non alimentare;;135;120
"VIA LORENTEGGIO N. 72 ; isolato:122; accesso: accesso esterno; (z.d. 6)";VIA ;LORENTEGGIO;72;5132;6;;non alimentare;;120;120
"ff porta g codvia 9403 num.000 ; isolato:259; accesso: accesso interno; (z.d. 9)";;;;;;;non alimentare;9;129;120
"VIA TERRAGGIO N. 21 ;via terraggio 021; isolato:340; accesso: accesso esterno; (z.d. 1)";VIA ;TERRAGGIO;21;644;1;;non alimentare;;120;120
"VIA ANDREOLI DON GIUSEPPE N. 20 ; isolato:011; (z.d. 9)";VIA ;ANDREOLI DON GIUSEPPE;20;1467;9;;non alimentare;;120;120
"VIA CILEA FRANCESCO num.115/a; accesso: accesso esterno; (z.d. 8)";VIA ;CILEA FRANCESCO;;7526;8;;non alimentare;2380;2500;120
"VIA FRIULI N. 61 ; isolato:073; (z.d. 4)";VIA ;FRIULI;61;3199;4;;non alimentare;;120;120
"CSO GENOVA N. 17 ; isolato:132; (z.d. 1)";CSO ;GENOVA;17;5164;1;;non alimentare;262;382;120
"VLE UMBRIA N. 97 ; isolato:074; (z.d. 4)";VLE ;UMBRIA;97;3145;4;;alimentare;;120;120
"CSO SAN GOTTARDO N. 41 ; isolato:114; accesso: accesso esterno; (z.d. 5)";CSO ;SAN GOTTARDO;41;5203;5;;non alimentare;20;140;120
"VLE TOSCANA N. 19 ; isolato:169; (z.d. 5)";VLE ;TOSCANA;19;4210;5;;non alimentare;;205;120
"VIA INGANNI ANGELO N. 99 ; isolato:048; (z.d. 6)";VIA ;INGANNI ANGELO;99;6672;6;;non alimentare;;120;120
"VIA DELLA CHIESA ROSSA N. 241 ; isolato:080; (z.d. 5)";VIA ;DELLA CHIESA ROSSA;241;5321;5;;non alimentare;;120;120
"CSO DI PORTA ROMANA N. 123 ; isolato:038; (z.d. 1)";CSO ;DI PORTA ROMANA;123;402;1;;"alimentare;non alimentare";;120;120
"VIA ALEARDI ALEARDO N. 2 ; isolato:074; accesso: accesso esterno; (z.d. 8)";VIA ;ALEARDI ALEARDO;2;7209;8;idea oro;non alimentare;;120;120
"VIA BONCOMPAGNI CARLO N. 49 ; isolato:068; (z.d. 4)";VIA ;BONCOMPAGNI CARLO;49;4182;4;;non alimentare;;9535;120
"VLE ALEMAGNA EMILIO N. 6 ; isolato:078; (z.d. 1)";VLE ;ALEMAGNA EMILIO;6;7106;1;;non alimentare;;120;120
"VIA TANTARDINI ANTONIO num.001/a; isolato:128; (z.d. 5)";;;;;;;non alimentare;;150;120
"VLE ZARA N. 115 ; isolato:082; (z.d. 9)";VLE ;ZARA;115;1170;9;;non alimentare;;200;120
"VIA PASSERONI GIAN CARLO N. 6 ; isolato:192; (z.d. 5)";VIA ;PASSERONI GIAN CARLO;6;4065;5;;non alimentare;;160;120
"VIA PAPI LAZZARO N. 2 ; isolato:174; (z.d. 4)";VIA ;PAPI LAZZARO;2;4071;4;;non alimentare;;120;120
"VIA VARESINA N. 39 ; isolato:265; (z.d. 8)";VIA ;VARESINA;39;7290;8;;non alimentare;;150;120
"VIA CESARE DA SESTO N. 11 ; isolato:060; (z.d. 1)";VIA ;CESARE DA SESTO;11;5101;1;;non alimentare;;270;120
"PZA SIGMUND FREUD N. 1 int. staz. porta garibaldi; isolato:259; (z.d. 9)";PZA ;SIGMUND FREUD;1;1705;9;;non alimentare;;132;120
"VIA CASARSA N. 16 ; isolato:064; (z.d. 9)";VIA ;CASARSA;16;1577;9;;"alimentare;non alimentare";;149;120
VIA MANZONI ALESSANDRO N. 19 (z.d. 1);VIA ;MANZONI ALESSANDRO;19;230;1;;non alimentare;;300;120
VLE BRENTA N. 8 (z.d. 4);VLE ;BRENTA;8;4151;4;;alimentare;;120;120
PLE CADORNA LUIGI N. 11 (z.d. 1);PLE ;CADORNA LUIGI;11;601;1;;non alimentare;;120;120
VIA PARRAVICINI RAFFAELE N. 13 (z.d. 2);VIA ;PARRAVICINI RAFFAELE;13;1176;2;;non alimentare;;220;120
VIA GRIZIOTTI GIACOMO N. 8 (z.d. 8);VIA ;GRIZIOTTI GIACOMO;8;6347;8;;non alimentare;;120;120
VLE VITTORIO VENETO N. 18 (z.d. 3);VLE ;VITTORIO VENETO;18;2107;3;;non alimentare;;120;120
VIA PINAMONTE DA VIMERCATE N. 4 (z.d. 1);VIA ;PINAMONTE DA VIMERCATE;4;1017;1;;non alimentare;;120;120
VIA PONTI ETTORE N. 21 (z.d. 6);VIA ;PONTI ETTORE;21;5297;6;;non alimentare;;120;120
VLE ZARA N. 28 (z.d. 2);VLE ;ZARA;28;1170;2;;alimentare;;150;120
VIA SARPI FRA' PAOLO N. 3 (z.d. 1);VIA ;SARPI FRA' PAOLO;3;7210;1;;non alimentare;;120;120
VLE SUZZANI GIOVANNI N. 18 ();VLE ;SUZZANI GIOVANNI;18;1446;9;;non alimentare;;120;120
GLL STRASBURGO N. 3 (z.d. 1);GLL ;STRASBURGO;3;297;1;;non alimentare;;145;120
VIA MORTARA N. 15 (z.d. 6);VIA ;MORTARA;15;5115;6;;non alimentare;;120;120
CSO SEMPIONE N. 41 (z.d. 6);CSO ;SEMPIONE;41;7137;8;;;;120;120
"VIA CRESPI BENIGNO N. 9 ; isolato:265; accesso: accesso esterno; (z.d. 7)";VIA ;CRESPI BENIGNO;9;1313;9;;non alimentare;;120;120
"VLE CERTOSA N. 300 ; isolato:141; accesso: accesso esterno; (z.d. 8)";VLE ;CERTOSA;300;7174;8;elia eliardo;non alimentare;865;985;120
"VIA CARDINALE MEZZOFANTI N. 6 ; isolato:051; accesso: accesso esterno; (z.d. 4)";VIA ;CARDINALE MEZZOFANTI;6;3277;4;autodarsena;non alimentare;;140;120
VIA TERRAGGIO N. 21 (z.d. 1);VIA ;TERRAGGIO;21;644;1;;Non Alimentare;;120;120
VIA MONTE NAPOLEONE N. 19 (z.d. 1);VIA ;MONTE NAPOLEONE;19;219;1;;Non Alimentare;4;124;120
VIA PISANI VITTOR N. 22 (z.d. 2);VIA ;PISANI VITTOR;22;1201;2;;Non Alimentare;200;320;120
VIA SANT' AGNESE N. 12 (z.d. 1);VIA ;SANT' AGNESE;12;648;1;;Non Alimentare;;120;120
VIA SANT' ANDREA N. 3 (z.d. 1);VIA ;SANT' ANDREA;3;222;1;;Non Alimentare;80;200;120
VIA CHIESE N. 60 (z.d. 9);VIA ;CHIESE;60;1627;9;;Non Alimentare;18;138;120
CSO MATTEOTTI GIACOMO N. 9 (z.d. 1);CSO ;MATTEOTTI GIACOMO;9;218;1;;Non Alimentare;80;200;120
VLE CERTOSA N. 14 (z.d. 8);VLE ;CERTOSA;14;7174;8;;Non Alimentare;;120;120
VIA SOLARI ANDREA N. 3 (z.d. 6);VIA ;SOLARI ANDREA;3;5111;6;;Alimentare;40;160;120
PZA DELLA REPUBBLICA N. 2 Int. 4 (z.d. 1);PZA ;DELLA REPUBBLICA;2;1055;1;;Non Alimentare;13;133;120
VIA DANTE ALIGHIERI civico 8;VIA ;DANTE ALIGHIERI;;612;1;;Non Alimentare;20;140;120
CSO VENEZIA N. 18 (z.d. 1);CSO ;VENEZIA;18;238;1;;Non Alimentare;;120;120
VIA CANONICA LUIGI N. 67 (z.d. 1);VIA ;CANONICA LUIGI;67;7121;1;;Non Alimentare;;120;120
VIA VENTURA GIOVANNI civico 6;VIA ;VENTURA GIOVANNI;;2668;3;;Non Alimentare;;120;120
VIA CELLINI BENVENUTO N. 1 (z.d. 4);VIA ;CELLINI BENVENUTO;1;3081;4;;Non Alimentare;;120;120
VIA ARIBERTO DA INTIMIANO N. 31 (z.d. 1);VIA ;ARIBERTO DA INTIMIANO;31;5092;1;;Non Alimentare;;120;120
VIA CHIESE N. 60 (z.d. 9);VIA ;CHIESE;60;1627;9;;Non Alimentare;18;138;120
VIA CORRIDONI FILIPPO N. 37 (z.d. 1);VIA ;CORRIDONI FILIPPO;37;3020;1;;Non Alimentare;;120;120
VIA LOMBROSO CESARE N. 54 (z.d. 4);VIA ;LOMBROSO CESARE;54;3334;4;;Alimentare;60;180;120
VIA VIGEVANO N. 22 (z.d. 6);VIA ;VIGEVANO;22;5116;6;;Non Alimentare;11;131;120
VIA BIGLI N. 28 (z.d. 1);VIA ;BIGLI;28;224;1;;Non Alimentare;;120;120
"CSO VENTIDUE MARZO N. 8 ; isolato:043; accesso: accesso esterno; (z.d. 4)";CSO ;VENTIDUE MARZO;8;3074;4;marco;non alimentare;;121;121
"CSO EUROPA N. 12 ;cso europa 012; isolato:317; accesso: accesso esterno; (z.d. 1)";CSO ;EUROPA;12;300;1;;non alimentare;;210;121
"VIA TOLSTOI LEONE N. 17 ; accesso: accesso esterno; (z.d. 6)";VIA ;TOLSTOI LEONE;17;5133;6;;"non alimentare;tabella speciale farmacie";51;172;121
"VLE VITTORIO VENETO N. 20 ; isolato:134; accesso: accesso esterno; (z.d. 2)";VLE ;VITTORIO VENETO;20;2107;2;;non alimentare;28;149;121
"VIA SAVONA N. 45 ; isolato:031; accesso: accesso esterno; (z.d. 6)";VIA ;SAVONA;45;5122;6;;non alimentare;;121;121
"VIA F.LLI ANTONA TRAVERSI N. 6 ; isolato:063; accesso: accesso esterno; (z.d. 8)";VIA ;F.LLI ANTONA TRAVERSI;6;7354;8;;non alimentare;121;242;121
"VIA ARSIA N. 7 ; isolato:089; accesso: accesso esterno; (z.d. 8)";VIA ;ARSIA;7;7472;8;;"Alimentare;Non Alimentare";19;140;121
"VIA VITRUVIO N. 47 ; isolato:053; accesso: accesso esterno; (z.d. 2)";VIA ;VITRUVIO;47;2134;2;;alimentare;;121;121
"VIA CAGLIERO GIOVANNI N. 14 ; isolato:123; accesso: accesso esterno; (z.d. 2)";VIA ;CAGLIERO GIOVANNI;14;1407;2;;Non Alimentare;50;171;121
"VIA MANZONI ALESSANDRO N. 17 ;via manzoni alessandro 017; isolato:313; accesso: accesso esterno; (z.d. 1)";VIA ;MANZONI ALESSANDRO;17;230;1;;non alimentare;24;145;121
"VIA TRAIANO MARCO ULPIO N. 7 ; isolato:341; accesso: accesso esterno; (z.d. 9)";VIA ;TRAIANO MARCO ULPIO;7;7157;8;;alimentare;35;156;121
PLE CANTORE ANTONIO N. 2 (z.d. 1);PLE ;CANTORE ANTONIO;2;5103;1;;Non Alimentare;;121;121
VIA MARCO POLO N. 13 (z.d. 9);VIA ;MARCO POLO;13;1103;9;;Non Alimentare;;143;121
