Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;forma_commercio;forma_commercio_prev;forma_vendita;fuori_piano;insegna;settore_storico_pe;superficie_somministrazione
"VIA BERGOGNONE AMBROGIO DA FOSSANO N. 59 c/o giorgio armani distribuzio; (z.d. 6)";VIA ;BERGOGNONE AMBROGIO DA FOSSANO;59;5130;6;;;;art.3 comma 6 lett.g;;Mensa;627
"VIA DEGLI ARCIMBOLDI num.008 c/o univ.degli studi di milano; (z.d. 1)";VIA ;DEGLI ARCIMBOLDI;;522;1;;;;art.3 comma 6 lett.g;;"Mensa;Tav.calde,self service,fast f.";134
"VIA DEGLI ARCIMBOLDI num.008 c/o univ.degli studi di milano; (z.d. 1)";VIA ;DEGLI ARCIMBOLDI;;522;1;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;236
"PZA DELLA SCIENZA N. 2 c/o univ.degli studi di milano; (z.d. 9)";PZA ;DELLA SCIENZA;2;1753;9;;;;art.3 comma 6 lett.g;;"BAR CAFFÈ;Bar gastronomici e simili";178
"VIA GIUSTI GIUSEPPE N. 16 interno circolo a. volta; (z.d. 1)";VIA ;GIUSTI GIUSEPPE;16;7127;1;;;;art.3 comma 6 lett.e;;Ristorante;110
"VIA BARONI COSTANTINO num.057/a ; (z.d. 5)";VIA ;BARONI COSTANTINO;;5422;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;126
"VIA ROMEO NICOLA N. 5 circolo non affiliato; (z.d. 5)";VIA ;ROMEO NICOLA;5;5479;5;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;8
VIA PROCACCINI GIULIO CESARE N. 41 (z.d. 8);VIA ;PROCACCINI GIULIO CESARE;41;7204;8;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;26
"VIA MECENATE N. 76 c/o rai; (z.d. 4)";VIA ;MECENATE;76;3323;4;;;;art.3 comma 6 lett.e;;Mensa;419
"VIA ORTI N. 27 c/o fondazione san g. moscati; (z.d. 1)";VIA ;ORTI;27;4031;1;;;;art.3 comma 6 lett.g;;Mensa;
"VIA MARELLI ERCOLE num.004/6 c/o bottega veneta srl; (z.d. 5)";VIA ;MARELLI ERCOLE;;4128;5;;;;art.3 comma 6 lett.g;;Mensa;
"VIA OROPA N. 3 affiliato arci; (z.d. 2)";VIA ;OROPA;3;2381;2;;;;art.3 comma 6 lett.e;;;170
"VIA GIOIA MELCHIORRE num.061/63 ; (z.d. 2)";;;;;;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;84
VIA S. GIOV. SUL MURO N. 13 (z.d. 1);VIA ;S. GIOV. SUL MURO;13;609;1;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;18
VIA PROCACCINI GIULIO CESARE N. 28 (z.d. 8);VIA ;PROCACCINI GIULIO CESARE;28;7204;8;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;45
"VIA RIZZOLI ANGELO N. 8 c/o rcs mediagroup s.p.a. edif; (z.d. 3)";VIA ;RIZZOLI ANGELO;8;2588;3;;;;art.3 comma 6 lett.g;;Mensa;1246
CSO GARIBALDI GIUSEPPE N. 68 (z.d. 1);CSO ;GARIBALDI GIUSEPPE;68;1010;1;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;45
"VIA MECENATE N. 96 c/o rsa g. gerosa brichetto; (z.d. 4)";VIA ;MECENATE;96;3323;4;;;;art.3 comma 6 lett.e;;"Mensa;BAR CAFFÈ";
"VIA BOSCOVICH RUGGERO N. 42 c/o centro socio culturale ric; (z.d. 3)";VIA ;BOSCOVICH RUGGERO;42;2131;3;;;;art.3 comma 6 lett.e;;Mensa;151
"VIA PALMI N. 25 c/o scuola materna primarie se; (z.d. 7)";VIA ;PALMI;25;6699;7;;;;art.3 comma 6 lett.f;;Genere Merceol.Autorizz.Sanit.;157
"VLE PREMUDA N. 38 c/o asilo nido; (z.d. 4)";VLE ;PREMUDA;38;3063;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;135
"VIA VERRO BERNARDINO N. 39 c/o asilo nido; (z.d. 5)";VIA ;VERRO BERNARDINO;39;4223;5;;;;art.3 comma 6 lett.g;;Mensa;
"VIA PONTI ETTORE N. 15 c/o asilo nido; (z.d. 6)";VIA ;PONTI ETTORE;15;5297;6;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;61
"VIA COTTOLENGO SAN GIUSEPPE N. 25 c/o asilo nido; (z.d. 6)";VIA ;COTTOLENGO SAN GIUSEPPE;25;5375;6;;;;art.3 comma 6 lett.g;;Mensa;
"VIA ZUMBINI BONAVENTURA N. 39 c/o asilo nido; (z.d. 6)";VIA ;ZUMBINI BONAVENTURA;39;5302;6;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;21
"VIA CICERI VISCONTI LAURA N. 2 c/o asilo nido; (z.d. 4)";VIA ;CICERI VISCONTI LAURA;2;3220;4;;;;art.3 comma 6 lett.f;;Genere Merceol.Autorizz.Sanit.;
"VIA ANNONI LUIGI N. 4 c/o asilo nido; (z.d. 7)";VIA ;ANNONI LUIGI;4;6635;7;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA BOIFAVA PIETRO N. 15 c/o asilo nido; (z.d. 5)";VIA ;BOIFAVA PIETRO;15;5341;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;130
"VIA PAMPURI FRA' RICCARDO N. 2 c/o asilo nido; (z.d. 5)";VIA ;PAMPURI FRA' RICCARDO;2;4322;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;33
"VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 32 c/o asilo nido; (z.d. 2)";VIA ;PIERLUIGI GIOVANNI DA PALESTRINA;32;2235;2;;;;art.3 comma 6 lett.g;;Mensa;
"CSO DI PORTA NUOVA N. 19 c/o asilo nido inail; (z.d. 1)";CSO ;DI PORTA NUOVA;19;1044;1;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA BARONA N. 2 c/o asilo nido; (z.d. 6)";VIA ;BARONA;2;5356;6;;;;art.3 comma 6 lett.g;;Mensa;44
"VIA CALABRIA N. 2 c/o asilo nido; (z.d. 9)";VIA ;CALABRIA;2;1233;9;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;25
"VIA MONTEGANI LODOVICO N. 33 ; isolato:036; accesso: accesso esterno; (z.d. 5)";VIA ;MONTEGANI LODOVICO;33;5330;5;solo somministrazione;somministrazione;misto;fuori piano;bar rizza;Bar gastronomici e simili;15
"VIA GIAMBELLINO N. 5 palestra tonic; (z.d. 6)";VIA ;GIAMBELLINO;5;5136;6;;;;art.3 comma 6 lett.d;;;19
"VIA LAGO DI NEMI num.031 c.tro sport. franco bettinelli; ()";VIA ;LAGO DI NEMI;;5351;6;;;;art.3 comma 6 lett.d;;;40
VIA AJACCIO N. 9 (z.d. 3);VIA ;AJACCIO;9;3246;3;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VLE ABRUZZI N. 48 (z.d. 3);VLE ;ABRUZZI;48;2177;3;;;;club privato;;Genere Merceol.Autorizz.Sanit.;147
"VIA MARCO D'AVIANO N. 2 c/o montefibre spa; (z.d. 2)";VIA ;MARCO D'AVIANO;2;2279;2;;;;art.3 comma 6 lett.g;;Mensa;395
"VIA AMPEZZO N. 8 c/o scuola maria consolatrice; (z.d. 8)";VIA ;AMPEZZO;8;7392;8;;;;art.3 comma 6 lett.g;;Mensa;312
"VIA MAC MAHON N. 92 c/o istituto san gaetano; (z.d. 8)";VIA ;MAC MAHON;92;7221;8;;;;art.3 comma 6 lett.g;;Mensa;1040
"VIA MANN THOMAS N. 8 c/o asilo nido; (z.d. 9)";VIA ;MANN THOMAS;8;1701;9;;;;art.3 comma 6 lett.g;;Mensa;
"VIA CILEA FRANCESCO num.061 polisportiva san leonardo; (z.d. 8)";VIA ;CILEA FRANCESCO;;7526;8;;;;art.3 comma 6 lett.d;;;
"VIA TRIVULZIO ANTONIO TOLOMEO N. 15 c/o pio albergo trivulzio; (z.d. 7)";VIA ;TRIVULZIO ANTONIO TOLOMEO;15;6277;7;;;;art.3 comma 6 lett.g;;Mensa;596
"VIA ELBA N. 18 c/o istituto suore figlie dell; (z.d. 7)";VIA ;ELBA;18;6243;7;;;;art.3 comma 6 lett.g;;Mensa;
"VIA ORISTANO N. 9 c/o asilo nido piccoli sogni 2; (z.d. 2)";VIA ;ORISTANO;9;2461;2;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;96
"PZA CADUTI DEL LAVORO N. 5 interno campo sportivo; (z.d. 5)";PZA ;CADUTI DEL LAVORO;5;5249;5;;;;art.3 comma 6 lett.e;;;15
VIA MASCAGNI PIETRO N. 14 (z.d. 1);VIA ;MASCAGNI PIETRO;14;3155;1;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VIA ROVIGNO N. 21 (z.d. 2);VIA ;ROVIGNO;21;2319;2;;;;art.3 comma 6 lett.g;;;38
"VIA CRESPI BENIGNO N. 30 c/o istituto ludovico pavoni a; (z.d. 9)";VIA ;CRESPI BENIGNO;30;1313;9;;;;art.3 comma 6 lett.g;;Mensa;
"VIA BECCARIA CESARE N. 19 c/o comando vigili urbani; (z.d. 1)";VIA ;BECCARIA CESARE;19;307;1;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;107
"VIA BARONI COSTANTINO num.071/73 c/o rsa gratosoglio; (z.d. 5)";VIA ;BARONI COSTANTINO;;5422;5;;;;art.3 comma 6 lett.g;;Mensa;469
"VIA CASSINIS GIOVANNI BATTISTA N. 21 c/o centro helvetia; (z.d. 4)";VIA ;CASSINIS GIOVANNI BATTISTA;21;4309;4;;;;art.3 comma 6 lett.g;;"BAR CAFFÈ;Mensa";468
"VIA TIMAVO N. 14 c/o comunit? pensione religios; (z.d. 2)";VIA ;TIMAVO;14;1174;2;;;;art.3 comma 6 lett.g;;Mensa;72
"CSO DI PORTA NUOVA N. 23 c/o azienda ospedaliera fatebe; (z.d. 1)";CSO ;DI PORTA NUOVA;23;1044;1;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;49
"VIA BELLINI GENTILE N. 1 c/o international school of eu; (z.d. 6)";VIA ;BELLINI GENTILE;1;5387;6;;;;art.3 comma 6 lett.g;;Mensa;
"VIA BARTOLINI LORENZO N. 46 c/o scuola materna montessori; (z.d. 8)";VIA ;BARTOLINI LORENZO;46;7178;8;;;;art.3 comma 6 lett.g;;Mensa;85
CSO VERCELLI N. 57 (z.d. 7);CSO ;VERCELLI;57;6193;7;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;22
"VIA MOMPIANI GIACINTO N. 5 c/o centro socio ricreativo cu; (z.d. 4)";VIA ;MOMPIANI GIACINTO;5;4285;4;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;45
"VIA SAN VIGILIO N. 10 c/o fondazione collegio univer; (z.d. 6)";VIA ;SAN VIGILIO;10;5424;6;;;;art.3 comma 6 lett.g;;Mensa;201
"PZA STUPARICH CARLO N. 1 palalido; ()";PZA ;STUPARICH CARLO;1;6468;8;;;;;;;
"PZA PIEMONTE N. 12 c/o teatro nazionale; (z.d. 7)";PZA ;PIEMONTE;12;6254;7;;;;art.3 comma 6 lett.d;;BAR CAFFÈ;130
"PLE LODI N. 3 c/o allianz s.p.a.; (z.d. 4)";PLE ;LODI;3;4249;4;;;;art.3 comma 6 lett.g;;Mensa;539
"VIA PITTERI RICCARDO N. 56 c/o asilo nido il giardino dei; (z.d. 3)";VIA ;PITTERI RICCARDO;56;2674;3;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA LOMBROSO CESARE num.103 c. sportivo ssd ausonia 1931; ()";VIA ;LOMBROSO CESARE;;3334;4;;;;art.3 comma 6 lett.d;;;34
"VIA BREDA ERNESTO N. 176 c/o asilo nido; (z.d. 2)";VIA ;BREDA ERNESTO;176;2342;2;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA ROGOREDO N. 29 c/o asilo nido; ()";VIA ;ROGOREDO;29;4373;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA SANTA SOFIA N. 21 c/o asilo nido bimbigioco; (z.d. 1)";VIA ;SANTA SOFIA;21;408;1;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA TIRABOSCHI GEROLAMO N. 6 c/o asilo nido giochi arcobale; (z.d. 4)";VIA ;TIRABOSCHI GEROLAMO;6;4072;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA GARDONE N. 22 c/o asilo nidopiccole orme; (z.d. 5)";VIA ;GARDONE;22;4153;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA MANCINELLI LUIGI N. 3 c/o asilo nido; (z.d. 3)";VIA ;MANCINELLI LUIGI;3;2422;3;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA PERUSSIA FELICE N. 6 c/o asilo nido; (z.d. 5)";VIA ;PERUSSIA FELICE;6;5344;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA BOCCACCIO GIOVANNI N. 34 c/o asilo nido; (z.d. 1)";VIA ;BOCCACCIO GIOVANNI;34;6158;1;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA NOVARA N. 540 c/o istituto figlie di betlem; (z.d. 7)";VIA ;NOVARA;540;6624;7;;;;art.3 comma 6 lett.g;;Mensa;
"VIA CALATAFIMI N. 10 c/o asilo nido; (z.d. 1)";VIA ;CALATAFIMI;10;5190;1;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA FRIULI N. 8 c/o scuola materna; (z.d. 4)";VIA ;FRIULI;8;3199;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA MELLONI MACEDONIO N. 75 c/o asilo nido tenerezza; (z.d. 4)";VIA ;MELLONI MACEDONIO;75;3085;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA CASCINA CORBA N. 97 c/o asilo nido; (z.d. 6)";VIA ;CASCINA CORBA;97;6690;6;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
VIA GONIN FRANCESCO civico 52;;;;;;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA VERITA' DON GIOVANNI N. 10 c/o asilo nido dei girasoli; (z.d. 9)";VIA ;VERITA' DON GIOVANNI;10;1469;9;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA VASARI GIORGIO N. 16 c/o asilo nido; (z.d. 4)";VIA ;VASARI GIORGIO;16;4070;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA DEGLI IMBRIANI N. 10 c/o asilo nido; (z.d. 9)";VIA ;DEGLI IMBRIANI;10;1266;9;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA F.LLI FRASCHINI N. 10 c/o micronido il gatto & la vo; (z.d. 5)";VIA ;F.LLI FRASCHINI;10;4355;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA VERRO BERNARDINO N. 43 c/o asilo nido; (z.d. 5)";VIA ;VERRO BERNARDINO;43;4223;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA DEI MISSAGLIA N. 97 c/o asilo nido businnes park; (z.d. 5)";VIA ;DEI MISSAGLIA;97;5340;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA ROSSI ERNESTO N. 7 c/o asilo nido; ()";VIA ;ROSSI ERNESTO;7;5452;6;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA CAIO MARIO N. 18 c/o struttura scolastica; (z.d. 7)";VIA ;CAIO MARIO;18;6480;7;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA MARCO BRUTO N. 9 c/o asilo nido; (z.d. 4)";VIA ;MARCO BRUTO;9;3322;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"CSO ITALIA N. 16 c/o asilo nido; (z.d. 1)";CSO ;ITALIA;16;526;1;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA CUCCHI FRANCESCO N. 4 c/o asilo nido; ()";VIA ;CUCCHI FRANCESCO;4;3159;4;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA GIOVENALE N. 4 c/o asilo nido la bottega dell; (z.d. 5)";VIA ;GIOVENALE;4;5210;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA PADOVA N. 269 c/o scuola materna; (z.d. 2)";VIA ;PADOVA;269;2275;2;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA BELLI GIOVACCHINO N. 14 c/o cinevideostudio - studi tv; (z.d. 2)";VIA ;BELLI GIOVACCHINO;14;2508;2;;;;art.3 comma 6 lett.g;;"Bar gastronomici e simili;BAR CAFFÈ";133
"PZA CASERTA N. 6 c/o istituto di cultura e ling; (z.d. 9)";PZA ;CASERTA;6;1338;9;;;;art.3 comma 6 lett.g;;Mensa;187
"VLE FAENZA N. 7 centro sportivo greppi dajelli; (z.d. 6)";VLE ;FAENZA;7;5350;6;;;;art.3 comma 6 lett.d;;;46
"VIA SAN VITTORE N. 13 interno ludoteca; (z.d. 1)";VIA ;SAN VITTORE;13;647;1;;;;art.3 comma 6 lett.d;;Genere Merceol.Autorizz.Sanit.;20
"VIA TORRIANI NAPO N. 12 c/o associazione street one; (z.d. 2)";VIA ;TORRIANI NAPO;12;2126;2;;;;art.3 comma 6 lett.e;;BAR CAFFÈ;207
VIA MALPIGHI MARCELLO N. 3 (z.d. 3);VIA ;MALPIGHI MARCELLO;3;2182;3;;;;art.3 comma 6 lett.a;;;
"VIA GORANI num.009 ; ()";VIA ;GORANI;;635;1;;;;art.3 comma 6 lett.e;;;59
VIA QUARANTA BERNARDO N. 40 (z.d. 5);VIA ;QUARANTA BERNARDO;40;4271;5;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;50
VIA DARWIN CARLO ROBERTO N. 20 (z.d. 6);VIA ;DARWIN CARLO ROBERTO;20;5238;6;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA PIETRASANTA num.014/3e c/o asilo nido; (z.d. 5)";VIA ;PIETRASANTA;;4227;5;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"CSO EUROPA N. 2 c/o uffici di google; (z.d. 1)";CSO ;EUROPA;2;300;1;;;;art.3 comma 6 lett.g;;Mensa;136
VIA OLGETTINA N. 60 c/o fondazione san raffaele del monte tabor, (pizzeria-fast food) (z.d. 3);VIA ;OLGETTINA;60;2530;3;;;;;;"Pizzeria;Mensa";330
VIA OLGETTINA N. 60 c/o fondazione san raffaele del monte tabor, (bar-tavola fredda/calda) (z.d. 3);VIA ;OLGETTINA;60;2530;3;;;;art.3 comma 6 lett.g;;"Tavola fredda;BAR CAFFÈ";330
"VIA OLGETTINA N. 60 c/o fondazione san raffaele del mont tabor, (free flow); (z.d. 3)";VIA ;OLGETTINA;60;2530;3;;;;art.3 comma 6 lett.g;;"Ristorante;Mensa";957
VIA OLGETTINA N. 60 c/o fondazione san raffaele del monte tabor, (cucina centrale) (z.d. 3);VIA ;OLGETTINA;60;2530;3;;;;art.3 comma 6 lett.g;;Mensa;486
VIA GALLARATE N. 40 int. distributore (z.d. 8);VIA ;GALLARATE;40;7420;8;;;;fuori piano;;"Wine,birr.,pub enot.,caff.,the;BAR CAFFÈ E SIMILI";44
"VLE DE GASPERI ALCIDE num.002 ; (z.d. 8)";VLE ;DE GASPERI ALCIDE;;7482;8;;;;fuori piano;;Genere Merceol.Autorizz.Sanit.;
VIA RIPAMONTI GIUSEPPE N. 129 (z.d. 5);VIA ;RIPAMONTI GIUSEPPE;129;4066;5;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
VIA BETTI UGO N. 62 (z.d. 8);VIA ;BETTI UGO;62;7517;8;;;;club privato;;Genere Merceol.Autorizz.Sanit.;212
VIA CAMERINO N. 2 (z.d. 9);VIA ;CAMERINO;2;1534;9;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;39
"VIA SANT' ERLEMBALDO N. 4 c/o centro socio ricre. cultur; (z.d. 2)";VIA ;SANT' ERLEMBALDO;4;2356;2;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;4815
"VIA LAMBRUSCHINI RAFFAELE N. 4 c/o politecnico di milano; (z.d. 9)";VIA ;LAMBRUSCHINI RAFFAELE;4;7271;9;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;109
"VIA BELLERIO CARLO N. 41 c/o lega nord; (z.d. 9)";VIA ;BELLERIO CARLO;41;1551;9;;;;art.3 comma 6 lett.g;;Mensa;135
"VIA BROLETTO N. 20 c/o guccio gucci s.p.a.; (z.d. 1)";VIA ;BROLETTO;20;720;1;;;;art.3 comma 6 lett.g;;Mensa;74
"VIA ORTI N. 18 c/o asilo nido; (z.d. 1)";VIA ;ORTI;18;4031;1;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA RIPAMONTI GIUSEPPE N. 580 presso circolo millennium associazione culturale (affiliato a aics); (z.d. 5)";VIA ;RIPAMONTI GIUSEPPE;580;4066;5;;;;club privato;;Genere Merceol.Autorizz.Sanit.;30
"codvia 9401 ff central; (z.d. 2)";;;;;;;;;fuori piano;;Genere Merceol.Autorizz.Sanit.;
VIA FARINI CARLO N. 79 (z.d. 9);VIA ;FARINI CARLO;79;1114;9;;;;art.3 comma 6 lett.d;;Genere Merceol.Autorizz.Sanit.;11
"codvia 4384 num.007  c/o sky italia; ()";;;;;;;;;art.3 comma 6 lett.g;;Mensa;198
"VIA PEPE GUGLIELMO N. 40 c/o refezione scolastica; (z.d. 9)";VIA ;PEPE GUGLIELMO;40;1126;9;;;;art.3 comma 6 lett.g;;Mensa;101
"VIA VESPRI SICILIANI N. 75 c/o scuola elementare; (z.d. 6)";VIA ;VESPRI SICILIANI;75;5137;6;;;;art.3 comma 6 lett.g;;Mensa;224
"VIA TRILUSSA N. 10 c/o scuola elementare; (z.d. 8)";VIA ;TRILUSSA;10;7367;8;;;;art.3 comma 6 lett.g;;Mensa;415
"VLE ROMAGNA num.016/18 c/o scuola elementare; (z.d. 3)";;;;;;;;;art.3 comma 6 lett.g;;Mensa;488
"VIA MONTE VELINO num.002/4 c/o scuola elementare; (z.d. 4)";VIA ;MONTE VELINO;;3338;4;;;;art.3 comma 6 lett.g;;Mensa;677
"VIA MONTE BALDO N. 11 c/o scuola elementare; (z.d. 7)";VIA ;MONTE BALDO;11;6323;7;;;;art.3 comma 6 lett.g;;Mensa;216
"VIA OGLIO N. 20 c/o scuola media; (z.d. 4)";VIA ;OGLIO;20;4105;4;;;;art.3 comma 6 lett.g;;Mensa;106
"VIA MUZIO SCEVOLA num.005/9 c/o scuola elementare; (z.d. 3)";VIA ;MUZIO SCEVOLA;;2663;3;;;;art.3 comma 6 lett.g;;Mensa;385
"VIA BOTTELLI GIUSEPPE N. 3 c/o scuola elementare; (z.d. 2)";VIA ;BOTTELLI GIUSEPPE;3;1419;2;;;;art.3 comma 6 lett.g;;Mensa;209
"VLE LANCETTI VINCENZO num.017/19 c/o agos s.p.a.; (z.d. 9)";VLE ;LANCETTI VINCENZO;;1221;9;;;;art.3 comma 6 lett.g;;Mensa;
"VIA DELLA BOSCAIOLA N. 26 c/o asilo nido; (z.d. 9)";VIA ;DELLA BOSCAIOLA;26;1152;9;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;35
"VIA CEFALONIA N. 18 c/o refettorio; (z.d. 8)";VIA ;CEFALONIA;18;7439;8;;;;art.3 comma 6 lett.g;;Mensa;
"VIA HAJECH CAMILLO N. 27 c/o liceo artistico statale di; (z.d. 4)";VIA ;HAJECH CAMILLO;27;3091;4;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;130
VIA VALSESIA N. 96 (z.d. 7);VIA ;VALSESIA;96;6854;7;;;;art.3 comma 6 lett.e;;;47
VLE MARCHE N. 71 (z.d. 9);VLE ;MARCHE;71;1360;9;;;;art.3 comma 6 lett.a;;Genere Merceol.Autorizz.Sanit.;
"VIA VALVASSORI PERONI CARLO N. 56 bar interno biblioteca; (z.d. 3)";VIA ;VALVASSORI PERONI CARLO;56;2580;3;;;;art.3 comma 6 lett.d;;Genere Merceol.Autorizz.Sanit.;51
"VIA GALLARATE N. 228 circolo affiliato fenalc; (z.d. 8)";VIA ;GALLARATE;228;7420;8;;;;art.3 comma 6 lett.e;;Genere Merceol.Autorizz.Sanit.;
"PZA DEGLI AFFARI N. 6 c/o borsa italiana; (z.d. 1)";PZA ;DEGLI AFFARI;6;621;1;;;;art.3 comma 6 lett.g;;BAR CAFFÈ;
"PZA DELLA REPUBBLICA N. 17 c/o albergo principe di savoia; (z.d. 2)";PZA ;DELLA REPUBBLICA;17;1055;2;;;;art.3 comma 6 lett.g;;Mensa;
"CSO DI PORTA ROMANA N. 63 interno teatro carcano; (z.d. 1)";CSO ;DI PORTA ROMANA;63;402;1;;;;art.3 comma 6 lett.d;;Genere Merceol.Autorizz.Sanit.;12
VIA GALILEI GALILEO N. 12 (z.d. 2);VIA ;GALILEI GALILEO;12;1102;2;;;;art.3 comma 6 lett.a;;;
"VIA ROVELLO N. 2 (interno teatro grassi); (z.d. 1)";VIA ;ROVELLO;2;722;1;;;;art.3 comma 6 lett.d;;Genere Merceol.Autorizz.Sanit.;22
"VIA PALAZZOLO DON LUIGI N. 21 c/o istituto palazzolo; (z.d. 8)";VIA ;PALAZZOLO DON LUIGI;21;7522;8;;;;art.3 comma 6 lett.g;;Mensa;603
"VIA MONTI VINCENZO N. 79 c/o asilo nido coccinella; (z.d. 8)";VIA ;MONTI VINCENZO;79;6155;8;;;;art.3 comma 6 lett.g;;Genere Merceol.Autorizz.Sanit.;
"VIA BUONARROTI MICHELANGELO N. 48 c/o casa di cura columbus; (z.d. 8)";VIA ;BUONARROTI MICHELANGELO;48;6253;8;;;;art.3 comma 6 lett.g;;Mensa;90
"VLE MONZA N. 54 int. m.c.c. box 2-1 c/o mercat; isolato:324; (z.d. 2)";VLE ;MONZA;54;2274;2;solo somministrazione;somministrazione;misto;fuori piano;;Bar gastronomici e simili;22
"VIA ROSMINI ANTONIO num.004 c/o parrocchia della ss. trini; ()";VIA ;ROSMINI ANTONIO;;7132;1;;;;circoli parrocchiali;;Genere Merceol.Autorizz.Sanit.;220
"VIA OLIVIERI ALESSIO N. 15 centro sportivo kennedy; (z.d. 7)";VIA ;OLIVIERI ALESSIO;15;6703;7;;;;art.3 comma 6 lett.d;;;47
"VIA MEUCCI ANTONIO N. 83 interno scuola centro sportivo; (z.d. 2)";VIA ;MEUCCI ANTONIO;83;2497;2;;;;art.3 comma 6 lett.d;;Bar gastronomici e simili;74
"VIA GRAF ARTURO N. 4 interno centro sportivo; (z.d. 8)";VIA ;GRAF ARTURO;4;7338;8;;;;art.3 comma 6 lett.d;;;45
