Ubicazione;TipoVia;DescrizioneVia;Civico;CodiceVia;ZD;superficie_altri_usi;superficie_lavorativa;tipo_eser_pa;;;;;;;
VIA RENZO E LUCIA N. 3 (z.d. 5);VIA ;RENZO E LUCIA;3;5412;5;;50;TIPO A - REG.2003;;;;;;;
VIA CASTELVETRO LODOVICO N. 13 (z.d. 8);VIA ;CASTELVETRO LODOVICO;13;7195;8;;46;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA JAN GIORGIO N. 6 (z.d. 3);VIA ;JAN GIORGIO;6;2154;3;26;35;;;;;;;;
VIA PULCI LUIGI N. 15 (z.d. 9);VIA ;PULCI LUIGI;15;1622;9;;45;Acconciatore;;;;;;;
VIA BINDA AMBROGIO N. 9 (z.d. 6);VIA ;BINDA AMBROGIO;9;5298;6;13;39;Parrucchiere per signora;;;;;;;
CSO GARIBALDI GIUSEPPE N. 39 (z.d. 1);CSO ;GARIBALDI GIUSEPPE;39;1010;1;;54;Acconciatore;;;;;;;
VIA FRANCHETTI RAIMONDO N. 2 (z.d. 2);VIA ;FRANCHETTI RAIMONDO;2;2115;2;;56;"TIPO A ESTETICA MANUALE;TIPO C TRATT.ESTETICI DIMAGRIM;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA VAL MAIRA N. 4 (z.d. 9);VIA ;VAL MAIRA;4;1098;9;;53;Parrucchiere per signora;;;;;;;
VIA LITTA POMPEO N. 2 (z.d. 1);VIA ;LITTA POMPEO;2;3029;1;;53;TIPO A - REG.2003;;;;;;;
PZA CHIARADIA ENRICO N. 9 (z.d. 5);PZA ;CHIARADIA ENRICO;9;4252;5;;53;Acconciatore;;;;;;;
VIA MERLO CARLO GIUSEPPE N. 3 (z.d. 1);VIA ;MERLO CARLO GIUSEPPE;3;329;1;;43;Acconciatore;;;;;;;
VIA MANUZIO ALDO N. 6 (z.d. 2);VIA ;MANUZIO ALDO;6;2114;2;;28;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA BUSCHI AVERARDO N. 20 (z.d. 3);VIA ;BUSCHI AVERARDO;20;2575;3;;32;Acconciatore;;;;;;;
VIA NOVARA N. 15 (z.d. 7);VIA ;NOVARA;15;6624;7;;45;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
VIA LECCO N. 5 (z.d. 3);VIA ;LECCO;5;2110;3;;40;esecuzione di tatuaggi e piercing;;;;;;;
VIA GARIAN N. 18 (z.d. 6);VIA ;GARIAN;18;6119;6;;50;TIPO A - REG.2003;;;;;;;
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 22 (z.d. 3);VIA ;PIERLUIGI GIOVANNI DA PALESTRINA;22;2235;3;;53;Centro massaggi;;;;;;;
VIA MONTE CENGIO N. 3 (z.d. 4);VIA ;MONTE CENGIO;3;4366;4;;50;Acconciatore;;;;;;;
VIA CASELLA GIOVANNI BATTISTA N. 17 (z.d. 8);VIA ;CASELLA GIOVANNI BATTISTA;17;7382;8;;118;Centro massaggi;;;;;;;
VIA SANTA RITA DA CASCIA N. 3 (z.d. 6);VIA ;SANTA RITA DA CASCIA;3;5301;6;;53;Centro massaggi;;;;;;;
VIA TURATI FILIPPO N. 26 (z.d. 1);VIA ;TURATI FILIPPO;26;1053;1;;45;TIPO A - REG.2003;;;;;;;
VIA SANTA RITA DA CASCIA N. 3B (z.d. 6);VIA ;SANTA RITA DA CASCIA;3B;5301;6;;77;"Acconciatore;TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA TORRIANI NAPO N. 12 (z.d. 2);VIA ;TORRIANI NAPO;12;2126;2;;78;Centro massaggi;;;;;;;
VIA MENABREA LUIGI FEDERICO N. 20 (z.d. 9);VIA ;MENABREA LUIGI FEDERICO;20;1322;9;;58;Centro massaggi;;;;;;;
VIA ILLIRICO N. 11 (z.d. 3);VIA ;ILLIRICO;11;3245;3;60;37;esecuzione di tatuaggi e piercing;;;;;;;
VIA LIVIGNO N. 6A (z.d. 9);VIA ;LIVIGNO;6A;1296;9;;36;TIPO A - REG.2003;;;;;;;
CSO MAGENTA N. 56 (z.d. 1);CSO ;MAGENTA;56;604;1;;45;TIPO A - REG.2003;;;;;;;
PZA CARTAGINE N. 4 (z.d. 4);PZA ;CARTAGINE;4;3327;4;;62;Centro massaggi;;;;;;;
VIA GALLARATE N. 42 (z.d. 8);VIA ;GALLARATE;42;7420;8;;57;Centro massaggi;;;;;;;
VIA CASTEL MORRONE N. 12 (z.d. 3);VIA ;CASTEL MORRONE;12;3185;3;;39;Centro massaggi;;;;;;;
VIA MILLELIRE DOMENICO N. 12 (z.d. 7);VIA ;MILLELIRE DOMENICO;12;6620;7;;39;esecuzione di tatuaggi e piercing;;;;;;;
VIA ALBERTINELLI MARIOTTO N. 7 (z.d. 7);VIA ;ALBERTINELLI MARIOTTO;7;6561;7;;67;esecuzione di tatuaggi e piercing;;;;;;;
"VIA POLA N. 4A num.004a; (z.d. 2)";VIA ;POLA;4A;1156;2;;;"ACCONCIATORE;TIPO A - REG.2003";;;;;;;
"VIA CACCIATORI BENEDETTO N. 12 ; (z.d. 7)";VIA ;CACCIATORI BENEDETTO;12;6305;7;;46;Acconciatore;;;;;;;
VIA GIAMBELLINO N. 42 (z.d. 6);VIA ;GIAMBELLINO;42;5136;6;;65;Centro massaggi;;;;;;;
VIA MURATORI LODOVICO N. 7 (z.d. 4);VIA ;MURATORI LODOVICO;7;4076;4;;13;Centro massaggi;;;;;;;
VIA CREMA N. 4 (z.d. 5);VIA ;CREMA;4;4061;5;;30;esecuzione di tatuaggi e piercing;;;;;;;
VIA POLLAIUOLO ANTONIO N. 2 (z.d. 9);VIA ;POLLAIUOLO ANTONIO;2;1146;9;;29;esecuzione di tatuaggi e piercing;;;;;;;
VLE BRIANZA N. 19 (z.d. 3);VLE ;BRIANZA;19;2263;3;;59;esecuzione di tatuaggi e piercing;;;;;;;
VLE PASUBIO N. 12 (z.d. 9);VLE ;PASUBIO;12;1112;9;;45;TIPO A - REG.2003;;;;;;;
VIA TRIVULZIO ANTONIO TOLOMEO N. 2 (z.d. 7);VIA ;TRIVULZIO ANTONIO TOLOMEO;2;6277;7;;45;Acconciatore;;;;;;;
VIA LEGNANO N. 6 (z.d. 1);VIA ;LEGNANO;6;7082;1;;45;TIPO A - REG.2003;;;;;;;
VIA SEBASTIANO DEL PIOMBO N. 15 (z.d. 8);VIA ;SEBASTIANO DEL PIOMBO;15;6397;8;;40;ACCONCIATORE;;;;;;;
CSO DI PORTA ROMANA N. 46 (z.d. 1);CSO ;DI PORTA ROMANA;46;402;1;;45;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
CSO VENTIDUE MARZO N. 40 (z.d. 4);CSO ;VENTIDUE MARZO;40;3074;4;;50;Acconciatore;;;;;;;
PZA OSPEDALE MAGGIORE N. 3 (z.d. 9);PZA ;OSPEDALE MAGGIORE;3;1523;9;;40;Acconciatore;;;;;;;
VIA CARETTA ANNIBALE N. 3 (z.d. 3);VIA ;CARETTA ANNIBALE;3;2241;3;;46;TIPO A - REG.2003;;;;;;;
VIA VALLA LORENZO N. 14 (z.d. 5);VIA ;VALLA LORENZO;14;5336;5;;30;Centro benessere;;;;;;;
VLE DORIA ANDREA N. 17 (z.d. 3);VLE ;DORIA ANDREA;17;2230;3;;46;TIPO A - REG.2003;;;;;;;
VIA PADOVA N. 235 (z.d. 2);VIA ;PADOVA;235;2275;2;;42;Centro massaggi;;;;;;;
VIA DEI VALTORTA N. 22 (z.d. 2);VIA ;DEI VALTORTA;22;2324;2;;156;Centro benessere;;;;;;;
VIA DEL DON N. 5 (z.d. 1);VIA ;DEL DON;5;596;1;;40;Centro massaggi;;;;;;;
VIA CIVITALI MATTEO N. 13 (z.d. 7);VIA ;CIVITALI MATTEO;13;6569;7;;35;Centro massaggi;;;;;;;
VIA BORSI GIOSUE' N. 2 (z.d. 6);VIA ;BORSI GIOSUE';2;5237;6;;40;Acconciatore;;;;;;;
VIA MEDA GIUSEPPE N. 53 (z.d. 5);VIA ;MEDA GIUSEPPE;53;5242;5;;40;Acconciatore;;;;;;;
"VIA ROMAGNOSI GIAN DOMENICO N. 4 ; (z.d. 1)";VIA ;ROMAGNOSI GIAN DOMENICO;4;119;1;;;"TIPO A - REG.2003;ACCONCIATORE;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA DEL TURCHINO N. 13 (z.d. 4);VIA ;DEL TURCHINO;13;3337;4;;49;Centro massaggi;;;;;;;
VIA AOSTA N. 13 (z.d. 8);VIA ;AOSTA;13;7227;8;;50;Centro massaggi;;;;;;;
VLE LUCANIA N. 6 (z.d. 4);VLE ;LUCANIA;6;4173;4;;45;TIPO A - REG.2003;;;;;;;
VIA LULLI GIOVANNI N. 1 (z.d. 3);VIA ;LULLI GIOVANNI;1;2253;3;;36;Centro massaggi;;;;;;;
VIA PALLADIO ANDREA N. 3A (z.d. 5);VIA ;PALLADIO ANDREA;3A;4213;5;;30;Centro massaggi;;;;;;;
VIA PADOVA N. 27 (z.d. 2);VIA ;PADOVA;27;2275;2;;45;TIPO A - REG.2003;;;;;;;
VIA ANSELMO DA BAGGIO N. 63 (z.d. 7);VIA ;ANSELMO DA BAGGIO;63;6782;7;;38;Centro massaggi;;;;;;;
VIA PISACANE CARLO N. 26 (z.d. 3);VIA ;PISACANE CARLO;26;2188;3;;49;TIPO A - REG.2003;;;;;;;
"VIA SARPI FRA' PAOLO N. 22 ; (z.d. 8)";VIA ;SARPI FRA' PAOLO;22;7210;8;;56;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA;Acconciatore";;;;;;;
VIA SOLFERINO N. 3 (z.d. 1);VIA ;SOLFERINO;3;1028;1;;42;TIPO A - REG.2003;;;;;;;
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 4 (z.d. 3);VIA ;PIERLUIGI GIOVANNI DA PALESTRINA;4;2235;3;;45;Acconciatore;;;;;;;
VIA BERGAMO N. 12A (z.d. 4);VIA ;BERGAMO;12A;3189;4;;39;Acconciatore;;;;;;;
VLE ARETUSA N. 30 (z.d. 7);VLE ;ARETUSA;30;6565;7;;48;Centro benessere;;;;;;;
VIA CASCINA BAROCCO N. 9 (z.d. 7);VIA ;CASCINA BAROCCO;9;6695;7;;39;Centro massaggi;;;;;;;
VLE CERTOSA N. 41 (z.d. 8);VLE ;CERTOSA;41;7174;8;;48;TIPO A - REG.2003;;;;;;;
VIA VERITA' DON GIOVANNI N. 4 (z.d. 9);VIA ;VERITA' DON GIOVANNI;4;1469;9;;;;;;;;;;
VIA VIGEVANO N. 7 (z.d. 6);VIA ;VIGEVANO;7;5116;6;;;esecuzione di tatuaggi e piercing;;;;;;;
VIA POLONIA N. 10 (z.d. 8);VIA ;POLONIA;10;7505;8;;35;Centro benessere;;;;;;;
VIA PARINI GIUSEPPE N. 9 (z.d. 1);VIA ;PARINI GIUSEPPE;9;1049;1;15;47;Acconciatore;;;;;;;
VIA PARINI GIUSEPPE N. 9 (z.d. 1);VIA ;PARINI GIUSEPPE;9;1049;1;;30;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA EDOLO N. 42 (z.d. 2);VIA ;EDOLO;42;1217;2;;42;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA SAN VITO N. 26 (z.d. 1);VIA ;SAN VITO;26;539;1;;39;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA PROCACCINI GIULIO CESARE N. 69 (z.d. 8);VIA ;PROCACCINI GIULIO CESARE;69;7204;8;;45;TIPO A - REG.2003;;;;;;;
CSO BUENOS AIRES N. 23 (z.d. 3);CSO ;BUENOS AIRES;23;2129;3;;45;TIPO A - REG.2003;;;;;;;
VIA MELORIA N. 14 (z.d. 8);VIA ;MELORIA;14;6424;8;;35;TIPO A - REG.2003;;;;;;;
CSO BUENOS AIRES N. 23 (z.d. 3);CSO ;BUENOS AIRES;23;2129;3;;68;Acconciatore;;;;;;;
VIA TAJANI FILIPPO N. 10 (z.d. 3);VIA ;TAJANI FILIPPO;10;3235;3;;41;Centro massaggi;;;;;;;
VIA DEI GRIMANI N. 11 (z.d. 6);VIA ;DEI GRIMANI;11;6097;6;;35;TIPO A - REG.2003;;;;;;;
VIA MAC MAHON N. 32 (z.d. 8);VIA ;MAC MAHON;32;7221;8;;43;TIPO A - REG.2003;;;;;;;
VIA LODOVICO IL MORO N. 179 (z.d. 6);VIA ;LODOVICO IL MORO;179;5290;6;3;58;esecuzione di tatuaggi e piercing;;;;;;;
VIA FIUGGI N. 44 (z.d. 9);VIA ;FIUGGI;44;1328;9;;35;Centro massaggi;;;;;;;
VLE DORIA ANDREA N. 12 (z.d. 2);VLE ;DORIA ANDREA;12;2230;2;;42;Acconciatore;;;;;;;
"CSO COMO N. 15 int.club f.conti; (z.d. 9)";CSO ;COMO;15;1111;9;;195;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VLE VITTORIO VENETO N. 6 (z.d. 3);VLE ;VITTORIO VENETO;6;2107;3;;45;Acconciatore;;;;;;;
VIA MURATORI LODOVICO N. 52 (z.d. 4);VIA ;MURATORI LODOVICO;52;4076;4;;40;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
PZA BOLIVAR SIMONE N. 6 (z.d. 6);PZA ;BOLIVAR SIMONE;6;6129;6;;33;Acconciatore;;;;;;;
VIA LECCO N. 12 (z.d. 3);VIA ;LECCO;12;2110;3;;;Centro massaggi;;;;;;;
VIA CASTALDI PANFILO N. 37 (z.d. 3);VIA ;CASTALDI PANFILO;37;2119;3;;58;TIPO A - REG.2003;;;;;;;
VIA BATTAGLIA NATALE N. 6 (z.d. 2);VIA ;BATTAGLIA NATALE;6;2268;2;;30;esecuzione di tatuaggi e piercing;;;;;;;
CSO BUENOS AIRES N. 21 (z.d. 3);CSO ;BUENOS AIRES;21;2129;3;;36;TIPO A - REG.2003;;;;;;;
LGO VULCI N. 7 (z.d. 9);LGO ;VULCI;7;1339;9;;49;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA CESARE DA SESTO N. 18 (z.d. 1);VIA ;CESARE DA SESTO;18;5101;1;;40;"TIPO A-B-C-D;Acconciatore";;;;;;;
VIA PARUTA PAOLO N. 66 (z.d. 2);VIA ;PARUTA PAOLO;66;2363;2;;;esecuzione di tatuaggi e piercing;;;;;;;
"VLE UMBRIA N. 35 ; (z.d. 4)";VLE ;UMBRIA;35;3145;4;;53;TIPO A - REG.2003;;;;;;;
VIA TIZIANO VECELLIO N. 19 (z.d. 8);VIA ;TIZIANO VECELLIO;19;6380;8;;60;TIPO A - REG.2003;;;;;;;
VIA SOLARI ANDREA N. 41 (z.d. 6);VIA ;SOLARI ANDREA;41;5111;6;;30;Acconciatore;;;;;;;
VIA GAFFURIO FRANCHINO N. 5 (z.d. 3);VIA ;GAFFURIO FRANCHINO;5;2138;3;;35;Acconciatore;;;;;;;
"VIA F.LLI ZOIA N. 43 ingr.al pubblico via marx; (z.d. 7)";VIA ;F.LLI ZOIA;43;6306;7;;;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
VLE CASSIODORO N. 12 (z.d. 8);VLE ;CASSIODORO;12;6359;8;;35;"TIPO A - REG.2003;esecuzione di tatuaggi e piercing";;;;;;;
VIA MARCELLO BENEDETTO N. 20 (z.d. 3);VIA ;MARCELLO BENEDETTO;20;2128;3;;124;Parrucchiere per signora;;;;;;;
VIA TENCA CARLO N. 10 (z.d. 2);VIA ;TENCA CARLO;10;2118;2;52;47;;;;;;;;
VIA PETRELLA ERRICO N. 4 (z.d. 3);VIA ;PETRELLA ERRICO;4;2137;3;;30;Centro massaggi;;;;;;;
VIA PAOLO DA CANNOBIO N. 16 (z.d. 1);VIA ;PAOLO DA CANNOBIO;16;338;1;;30;TIPO A - REG.2003;;;;;;;
VIA DEL RICORDO N. 57 (z.d. 2);VIA ;DEL RICORDO;57;2496;2;;30;Acconciatore;;;;;;;
VIA LORENTEGGIO N. 163 (z.d. 6);VIA ;LORENTEGGIO;163;5132;6;;36;Acconciatore;;;;;;;
VLE PAPINIANO N. 22A (z.d. 1);VLE ;PAPINIANO;22A;5097;1;;;Esecuzione di tatuaggi e piercing;;;;;;;
VIA SAN VINCENZO N. 20 (z.d. 1);VIA ;SAN VINCENZO;20;5098;1;;30;Acconciatore;;;;;;;
VIA ZECCA VECCHIA N. 4 (z.d. 1);VIA ;ZECCA VECCHIA;4;565;1;;32;Acconciatore;;;;;;;
VIA SAN TOMASO N. 8 (z.d. 1);VIA ;SAN TOMASO;8;723;1;;25;TIPO A - REG.2003;;;;;;;
VIA VAL TROMPIA N. 41 (z.d. 8);VIA ;VAL TROMPIA;41;7494;8;;30;Acconciatore;;;;;;;
VIA RIPAMONTI GIUSEPPE N. 128 (z.d. 5);VIA ;RIPAMONTI GIUSEPPE;128;4066;5;;36;Acconciatore;;;;;;;
VIA MEDA GIUSEPPE N. 55 (z.d. 5);VIA ;MEDA GIUSEPPE;55;5242;5;;30;Acconciatore;;;;;;;
VIA MONTE OLIVETO N. 10 (z.d. 4);VIA ;MONTE OLIVETO;10;3345;4;;31;Acconciatore;;;;;;;
PZA LIMA N. 2 (z.d. 3);PZA ;LIMA;2;2135;3;;38;Centro benessere;;;;;;;
VIA VANNUCCI ATTO N. 8 (z.d. 5);VIA ;VANNUCCI ATTO;8;4056;5;15;18;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA COLLETTA PIETRO N. 9 (z.d. 4);VIA ;COLLETTA PIETRO;9;4078;4;;30;Acconciatore;;;;;;;
VIA MONTEGANI LODOVICO N. 10 (z.d. 5);VIA ;MONTEGANI LODOVICO;10;5330;5;;45;"Acconciatore;TIPO A - REG.2003";;;;;;;
VIA CENISIO N. 36 (z.d. 8);VIA ;CENISIO;36;7184;8;;35;Centro massaggi;;;;;;;
VIA MAZZINI GIUSEPPE N. 12 (z.d. 1);VIA ;MAZZINI GIUSEPPE;12;516;1;;30;TIPO A - REG.2003;;;;;;;
VIA BRUZZESI GIACINTO N. 2 (z.d. 6);VIA ;BRUZZESI GIACINTO;2;5388;6;;25;TIPO A - REG.2003;;;;;;;
VIA MEDA GIUSEPPE N. 38 (z.d. 5);VIA ;MEDA GIUSEPPE;38;5242;5;;63;Centro massaggi;;;;;;;
"VIA GROSOTTO N. 7 piano terra; (z.d. 8)";VIA ;GROSOTTO;7;7328;8;;;"TIPO A - REG.2003;ACCONCIATORE";;;;;;;
VIA APPENNINI N. 11A (z.d. 8);VIA ;APPENNINI;11A;7514;8;;25;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VLE LOMBARDIA N. 20 (z.d. 3);VLE ;LOMBARDIA;20;2400;3;;36;TIPO A - REG.2003;;;;;;;
VIA MARCONA N. 90 (z.d. 4);VIA ;MARCONA;90;3080;4;;32;Acconciatore;;;;;;;
VLE DE GASPERI ALCIDE n. 2;VLE ;DE GASPERI ALCIDE;;7482;8;;35;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA BARACCHINI FLAVIO N. 9 (z.d. 1);VIA ;BARACCHINI FLAVIO;9;356;1;;26;TIPO A - REG.2003;;;;;;;
VIA DE AMICIS EDMONDO N. 47 (z.d. 1);VIA ;DE AMICIS EDMONDO;47;574;1;9;51;Acconciatore;;;;;;;
VIA MELZO N. 22 (z.d. 3);VIA ;MELZO;22;2184;3;;26;Acconciatore;;;;;;;
PZA PIO XI N. 1 (z.d. 1);PZA ;PIO XI;1;572;1;;28;TIPO A - REG.2003;;;;;;;
VIA EDOLO N. 28 (z.d. 2);VIA ;EDOLO;28;1217;2;;25;Centro massaggi;;;;;;;
VIA PLINIO CAIO SECONDO N. 46 (z.d. 3);VIA ;PLINIO CAIO SECONDO;46;2144;3;;25;Acconciatore;;;;;;;
VIA PERUGINO N. 24 (z.d. 4);VIA ;PERUGINO;24;3198;4;;59;TIPO A - REG.2003;;;;;;;
VIA RAVIZZA CARLO N. 8 (z.d. 7);VIA ;RAVIZZA CARLO;8;6285;7;;;esecuzione di tatuaggi e piercing;;;;;;;
VIA ROSSI PELLEGRINO N. 43 (z.d. 9);VIA ;ROSSI PELLEGRINO;43;1510;9;;25;TIPO A - REG.2003;;;;;;;
PZA CINQUE GIORNATE N. 1A (z.d. 1);PZA ;CINQUE GIORNATE;1A;3053;1;;31;TIPO A - REG.2003;;;;;;;
"VLE ABRUZZI N. 78 ; (z.d. 3)";VLE ;ABRUZZI;78;2177;3;;40;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
"VIA BRUZZESI GIACINTO N. 25 ; (z.d. 6)";VIA ;BRUZZESI GIACINTO;25;5388;6;15;69;TIPO A - REG.2003;;;;;;;
"CSO DI PORTA NUOVA N. 46 ; (z.d. 1)";CSO ;DI PORTA NUOVA;46;1044;1;;34;Acconciatore;;;;;;;
CSO DI PORTA VITTORIA N. 8 (z.d. 1);CSO ;DI PORTA VITTORIA;8;3016;1;;32;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA MASSARANI TULLO ang. via nervesa 1;VIA ;MASSARANI TULLO;;4169;4;;35;TIPO A - REG.2003;;;;;;;
CSO DI PORTA VITTORIA N. 8 (z.d. 1);CSO ;DI PORTA VITTORIA;8;3016;1;;28;Acconciatore;;;;;;;
VIA BROGGI GIUSEPPE N. 5 (z.d. 3);VIA ;BROGGI GIUSEPPE;5;2150;3;;15;esecuzione di tatuaggi e piercing;;;;;;;
VIA TARTINI GIUSEPPE N. 2 (z.d. 9);VIA ;TARTINI GIUSEPPE;2;1501;9;;25;TIPO A - REG.2003;;;;;;;
VIA PAMPURI FRA' RICCARDO N. 7 (z.d. 5);VIA ;PAMPURI FRA' RICCARDO;7;4322;5;;26;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA PAMPURI FRA' RICCARDO N. 3 (z.d. 5);VIA ;PAMPURI FRA' RICCARDO;3;4322;5;;26;Acconciatore;;;;;;;
VIA ROMEO NICOLA N. 3 (z.d. 5);VIA ;ROMEO NICOLA;3;5479;5;;25;TIPO A - REG.2003;;;;;;;
VIA CADAMOSTO ALVISE N. 7 (z.d. 3);VIA ;CADAMOSTO ALVISE;7;2152;3;;58;"TIPO A - REG.2003;esecuzione di tatuaggi e piercing";;;;;;;
VIA SANT' EUFEMIA N. 17 (z.d. 1);VIA ;SANT' EUFEMIA;17;405;1;;31;Acconciatore;;;;;;;
PZA BORROMEO N. 5 (z.d. 1);PZA ;BORROMEO;5;631;1;;29;TIPO A - REG.2003;;;;;;;
"VIA DE FILIPPI FILIPPO N. 4 con ingr. in via broggi; (z.d. 3)";VIA ;DE FILIPPI FILIPPO;4;2159;3;;;ACCONCIATORE;;;;;;;
"CSO DI PORTA VITTORIA N. 32 ; (z.d. 1)";CSO ;DI PORTA VITTORIA;32;3016;1;;49;TIPO A - REG.2003;;;;;;;
"VIA MONTI VINCENZO N. 41 piano terra; (z.d. 1)";VIA ;MONTI VINCENZO;41;6155;1;;56;TIPO A - REG.2003;;;;;;;
CSO DI PORTA VITTORIA N. 54 (z.d. 1);CSO ;DI PORTA VITTORIA;54;3016;1;;25;Acconciatore;;;;;;;
VIA DOGANA N. 3 (z.d. 1);VIA ;DOGANA;3;341;1;;;Centro benessere;;;;;;;
VIA MARONCELLI PIETRO N. 19 (z.d. 9);VIA ;MARONCELLI PIETRO;19;1113;9;;32;Centro massaggi;;;;;;;
VIA BOSCOVICH RUGGERO N. 17 (z.d. 2);VIA ;BOSCOVICH RUGGERO;17;2131;2;;25;Acconciatore;;;;;;;
VIA CAPPUCCIO N. 2 (z.d. 1);VIA ;CAPPUCCIO;2;634;1;;29;TIPO A - REG.2003;;;;;;;
VIA GRIZIOTTI GIACOMO N. 4 (z.d. 8);VIA ;GRIZIOTTI GIACOMO;4;6347;8;;70;TIPO A - REG.2003;;;;;;;
VIA BARACCHINI FLAVIO N. 9 (z.d. 1);VIA ;BARACCHINI FLAVIO;9;356;1;;;esecuzione di tatuaggi e piercing;;;;;;;
PZA ASPARI DOMENICO N. 2 (z.d. 3);PZA ;ASPARI DOMENICO;2;3173;3;;;Acconciatore;;;;;;;
VIA BARACCHINI FLAVIO N. 9 (z.d. 1);VIA ;BARACCHINI FLAVIO;9;356;1;;;;;;;;;;
VIA FARINI CARLO N. 40 (z.d. 9);VIA ;FARINI CARLO;40;1114;9;;36;Acconciatore;;;;;;;
VIA CIVITALI MATTEO N. 25 (z.d. 7);VIA ;CIVITALI MATTEO;25;6569;7;;31;Acconciatore;;;;;;;
VIA MARIANI POMPEO N. 4 (z.d. 2);VIA ;MARIANI POMPEO;4;2490;2;;26;TIPO A - REG.2003;;;;;;;
"VIA SAMBUCO N. 7 ; (z.d. 1)";VIA ;SAMBUCO;7;5189;1;;;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA FARUFFINI FEDERICO N. 11 (z.d. 7);VIA ;FARUFFINI FEDERICO;11;6286;7;;30;"TIPO A - REG.2003;TIPO B CENTRO DI ABBRONZATURA";;;;;;;
VIA GIOIA MELCHIORRE N. 55 (z.d. 2);VIA ;GIOIA MELCHIORRE;55;1108;2;;39;Acconciatore;;;;;;;
LGO TOSCANINI ARTURO N. 1 (z.d. 1);LGO ;TOSCANINI ARTURO;1;97;1;;31;TIPO A - REG.2003;;;;;;;
VLE TUNISIA N. 10 (z.d. 3);VLE ;TUNISIA;10;2121;3;;95;TIPO A - REG.2003;;;;;;;
VIA COPERNICO NICOLO' N. 61 (z.d. 2);VIA ;COPERNICO NICOLO';61;1204;2;;35;Acconciatore;;;;;;;
VLE FAMAGOSTA N. 48 (z.d. 6);VLE ;FAMAGOSTA;48;5353;6;;46;Acconciatore;;;;;;;
LGO RICHINI FRANCESCO N. 2A (z.d. 1);LGO ;RICHINI FRANCESCO;2A;331;1;;35;TIPO A - REG.2003;;;;;;;
via monte penice, n. 7 - cap 20138;;;;;;;29;TIPO A - REG.2003;;;;;;;
CSO LODI N. 113 (z.d. 4);CSO ;LODI;113;4068;4;1;38;Centro massaggi;;;;;;;
VIA TORRICELLI EVANGELISTA N. 3 (z.d. 5);VIA ;TORRICELLI EVANGELISTA;3;5240;5;;49;Centro massaggi;;;;;;;
VIA TRIESTE N. 19 (z.d. 7);VIA ;TRIESTE;19;6261;7;;54;Acconciatore;;;;;;;
VIA MARCELLO BENEDETTO N. 20 (z.d. 3);VIA ;MARCELLO BENEDETTO;20;2128;3;;124;Parrucchiere per signora;;;;;;;
VIA MARCELLO BENEDETTO N. 20 (z.d. 3);VIA ;MARCELLO BENEDETTO;20;2128;3;;15;TIPO A - REG.2003;;;;;;;
VIA PETROCCHI POLICARPO N. 21 (z.d. 2);VIA ;PETROCCHI POLICARPO;21;2320;2;;55;Acconciatore;;;;;;;
VIA CAPECELATRO ALFONSO N. 14 (z.d. 7);VIA ;CAPECELATRO ALFONSO;14;6575;7;;;TIPO A - REG.2003;;;;;;;
CSO BUENOS AIRES N. 3 (z.d. 3);CSO ;BUENOS AIRES;3;2129;3;;56;TIPO A - REG.2003;;;;;;;
VIA ARCHIMEDE N. 83 (z.d. 4);VIA ;ARCHIMEDE;83;3086;4;;59;Acconciatore;;;;;;;
VIA SAN MAMETE N. 15 (z.d. 2);VIA ;SAN MAMETE;15;2413;2;;62;TIPO B CENTRO DI ABBRONZATURA;;;;;;;
